quote_id,flower_id,excerpt_type,text_ko,text_original,author,source_title,source_url,license,translator,era,tags,caveat,pd_basis,reviewed_at
q-lit-daisy-chaucer,daisy,poem,"그저 데이지를 바라보려고. / 사람들이 그 꽃을 그렇게 부르는 데는 그럴 만한 까닭이 있다 — / ‘데이지’, 곧 ‘낮의 눈’이라고. / 모든 꽃 가운데 여왕이요, 꽃 중의 꽃.","But for to loke upon the dayesye, / That wel by reson men hit calle may / The ‘dayesye’ or elles the ‘ye of day,’ / The emperice and flour of floures alle.",제프리 초서,『선한 여인들의 전설』 서시 182~185행,https://en.wikisource.org/wiki/The_Complete_Works_of_Geoffrey_Chaucer/Volume_3/The_Legend_of_Good_Women,pd,dearbloom,1386년경,just_because|gratitude|celebration,데이지(daisy)라는 이름이 ‘낮의 눈(day’s eye)’에서 왔다는 풀이가 600년 전 이 시에 이미 적혀 있어요.,"초서 1343?–1400 사망 → 만료. 인용은 스키트 편 『The Complete Works of Geoffrey Chaucer』 3권의 F본 표기이고, 중세 영어 철자를 그대로 두었다.",2026-08-15
q-lit-daisy-burns,daisy,poem,"작고 수줍은, 진홍빛 물든 꽃이여, / 너는 하필 궂은 때에 나를 만났구나. / 나는 흙먼지 속에 네 가녀린 줄기를 / 짓뭉개야만 하니, / 이제 너를 살려 둘 힘이 내겐 없구나.","Wee, modest crimson-tipped flow’r, / Thou’s met me in an evil hour; / For I maun crush amang the stoure / Thy slender stem: / To spare thee now is past my pow’r,",로버트 번스,〈To a Mountain Daisy〉(1786),https://www.gutenberg.org/cache/epub/1279/pg1279.txt,pd,dearbloom,1786,comfort|apology|remembrance,"밭을 갈다 데이지를 갈아엎은 날 쓴 시예요. 널리 도는 표기는 “Wee, modest, crimson-tippèd flow’r”인데, 여기 실은 건 구텐베르크 판 표기예요.",번스 1759–1796 사망 → 만료. 1786년 킬마녹 시집 수록. 구텐베르크 #1279 본문 대조.,2026-08-15
q-lit-daisy-goethe,daisy,play,(마르가레테가 별꽃 한 송이를 꺾어 꽃잎을 하나씩 뜯는다) / 그이는 나를 사랑해 — 사랑하지 않아. / 사랑해 — 않아 — 사랑해 — 않아 — / (마지막 잎을 뜯고는 고운 기쁨에 차서) 그이는 나를 사랑해!,Sie pflückt eine Sternblume und zupft die Blätter ab / Er liebt mich – liebt mich nicht. / Liebt mich – Nicht – Liebt mich – Nicht – / Er liebt mich!,요한 볼프강 폰 괴테,『파우스트』 1부 〈정원〉(1808),https://de.wikisource.org/wiki/Faust_-_Der_Tragödie_erster_Teil,pd,dearbloom,1808,confession|just_because,"괴테가 적은 꽃은 데이지가 아니라 ‘Sternblume(별꽃)’, 곧 과꽃 계열이에요. 오늘날 데이지로 하는 그 꽃점이 문학에 남은 가장 유명한 장면이에요.",괴테 1749–1832 사망 → 만료. 1808년 코타 초판 207~208쪽 스캔 대조.,2026-08-15
q-lit-ranunculus-howitt,ranunculus,poem,"미나리아재비와 데이지, / 아, 어여쁜 꽃들, / 봄이 오기도 전에 찾아와 / 볕 좋은 날들을 알려 주는.","Buttercups and daisies, / Oh, the pretty flowers, / Coming ere the spring time, / To tell of sunny hours.",메리 하위트,〈Buttercups and Daisies〉,https://en.wikisource.org/wiki/Poems_That_Every_Child_Should_Know/Buttercups_and_Daisies,pd,dearbloom,19c,just_because|comfort|celebration,"여기 buttercup은 들에 피는 미나리아재비(Ranunculus acris)예요. 꽃집의 라넌큘러스(R. asiaticus)와 같은 속이지만 다른 종이에요.",하위트 1799–1888 사망 → 만료. 인용은 1904년 『Poems That Every Child Should Know』(Mary E. Burt 편) 51~52쪽.,2026-08-15
q-lit-rose-ronsard,rose-red,poem,"그대여, 가서 봅시다, 오늘 아침 / 해를 향해 자줏빛 옷을 열어젖혔던 / 그 장미가 / 저녁이 된 지금도 / 자주 옷의 주름을, / 그대와 꼭 닮은 그 낯빛을 잃지 않았는지.","Mignonne, allons voir si la rose / Qui ce matin avoit desclose / Sa robe de pourpre au Soleil, / A point perdu ceste vesprée / Les plis de sa robe pourprée, / Et son teint au vostre pareil.",피에르 드 롱사르,〈À Cassandre〉(『Les Odes』 XVII),"https://fr.wikisource.org/wiki/Les_Odes_(Ronsard)/%C2%AB_Mignonne,_allons_voir_si_la_rose_%C2%BB",pd,dearbloom,1553,confession|anniversary|just_because,"16세기 철자 그대로예요. 오늘날 판본은 “avait déclose”, “cette vesprée”로 고쳐 적어요.",롱사르 1524–1585 사망 → 만료. 1553년 증보 『Les Amours』 말미에 〈Ode à Cassandre〉로 처음 실렸다. 인용은 위그 바가네(1936년 사망) 교정 1923년 가르니에 판.,2026-08-15
q-lit-rose-ariosto,rose-red,poem,"처녀는 장미와 같아라, / 아름다운 뜰에서 제가 난 가시 위에 / 홀로 안전히 쉬는 동안에는 / 양 떼도 목동도 다가오지 않는 그 꽃과.","La verginella è simile alla rosa, / ch’in bel giardin su la nativa spina / mentre sola e sicura si riposa, / né gregge né pastor se le avicina;",루도비코 아리오스토,『광란의 오를란도』 1곡 42연,https://it.wikisource.org/wiki/Orlando_furioso_(1928)/Canto_1,pd,dearbloom,1532,confession|celebration,"1532년 판은 “La verginella e ſimile alla roſa”처럼 옛 활자(긴 s)로 찍혀 있어요. 여기 실은 건 철자를 오늘날 표기로 정리한 1928년 라테르차 판이에요.",아리오스토 1474–1533 사망 → 만료. 1928년 라테르차 판 교정자 산토레 데베네데티도 1948년 사망 → 만료.,2026-08-15
q-lit-rose-sorjuana,rose-red,poem,"그리하여 그대는 능숙한 죽음과 어리석은 삶으로, / 살아서는 속이고 죽으면서는 가르치는구나.","Con que con docta muerte y necia vida, / Viviendo engañas y muriendo enseñas.",소르 후아나 이네스 데 라 크루스,〈A una Rosa〉(장미에게),https://es.wikisource.org/wiki/A_una_Rosa,pd,dearbloom,17c,comfort|remembrance,14행 소네트의 마지막 두 행이에요. 판본마다 구두점과 첫 글자 대문자 표기가 조금씩 달라요.,소르 후아나 1648–1695 사망 → 만료. 누에바에스파냐(멕시코)에서 쓰였다. 인용은 스페인어 위키문헌 판으로 스캔 대조본이 아니다.,2026-08-15
q-lit-rose-desbordes,rose-red,poem,"오늘 아침 그대에게 장미를 가져다주려 했어요. / 그런데 옷자락 안에 너무 많이 담은 나머지 / 조여 맨 매듭이 견디지 못했지요. …… / 내게서 그 향기로운 기억을 맡아 보세요.","J’ai voulu, ce matin, te rapporter des roses ; / Mais j’en avais tant pris dans mes ceintures closes / Que les nœuds trop serrés n’ont pu les contenir. …… / Respires-en sur moi l’odorant souvenir.",마르슬린 데보르드발모르,〈Les Roses de Saadi〉(『Poésies inédites』),https://fr.wikisource.org/wiki/Poésies_inédites_(Marceline_Desbordes-Valmore)/Les_Roses_de_Saadi,pd,dearbloom,1860,confession|anniversary|remembrance,"1연과 마지막 행을 옮겼어요(가운데는 건너뛰었습니다). 제목의 사아디는 13세기 페르시아 시인이고, 옷자락에 장미를 담는 장면을 그의 『장미정원』 서문에서 가져왔어요.",데보르드발모르 1786–1859 사망 → 만료. 사후 시집 『Poésies inédites』(1860) 15쪽 스캔 대조.,2026-08-15
q-lit-rose-saadi,rose-red,classic,장미 한 접시가 그대에게 무슨 소용이겠는가 / 차라리 내 장미정원에서 잎 한 장을 가져가라 / 장미는 닷새 엿새면 그만이지만 / 이 장미정원은 언제나 향기로우리니,به چه کار آیدت ز گل طبقی / از گلستان من ببر ورقی / گل همین پنج روز و شش باشد / وین گلستان همیشه خوش باشد,사아디,『골레스탄(장미정원)』 서문,https://ganjoor.net/saadi/golestan/dibache,pd,dearbloom,1258,just_because|gratitude|comfort,"벗이 옷자락에 장미를 담아 오자, 곧 시들 꽃 대신 시들지 않는 책을 주겠다며 쓴 대목이에요. ‘잎 한 장’은 꽃잎이자 책장을 함께 부르는 말이에요.",사아디 1210?–1291/92 사망 → 만료. 페르시아어 원문은 간주르(ganjoor.net) 게재본 대조.,2026-08-15
q-lit-violet-goethe,violet,poem,"제비꽃 하나가 풀밭에 서 있었다, / 몸을 웅크린 채 아무도 모르게. / 참으로 사랑스러운 제비꽃이었다.","Ein Veilchen auf der Wiese stand / Gebückt in sich und unbekandt, / Es war ein herzigs Veilchen.",요한 볼프강 폰 괴테,〈Das Veilchen〉(『Iris』 1775년 3월호),https://de.wikisource.org/wiki/Das_Veilchen,pd,dearbloom,1775,confession|just_because,"1775년 초간 철자 그대로예요. 오늘날 판본은 “unbekannt”로 적어요. 뒤에서 이 제비꽃은 양치기 처녀의 발에 밟히고 맙니다.",괴테 1749–1832 사망 → 만료. 초간 『Iris』 2권 3호(1775) 182~183쪽.,2026-08-15
q-lit-violet-leopardi,violet,poem,"아가씨가 들에서 돌아온다, / 해가 기우는 무렵에, / 풀 한 단을 안고서. 그리고 손에는 / 장미와 제비꽃을 묶은 작은 다발을 들었다.","La donzelletta vien dalla campagna, / In sul calar del sole, / Col suo fascio dell’erba; e reca in mano / Un mazzolin di rose e di viole,",자코모 레오파르디,〈마을의 토요일〉(『칸티』 1835년판),https://it.wikisource.org/wiki/Canti_(1835)/Il_sabato_del_villaggio,pd,dearbloom,1835,just_because|celebration|anniversary,내일 있을 축제에 꽂으려고 꽃을 미리 꺾어 오는 장면이에요. 레오파르디는 이 시에서 기다리는 토요일이 축제 당일보다 즐겁다고 말해요.,레오파르디 1798–1837 사망 → 만료. 1829년 작. 인용은 1835년 나폴리 스타리타 판 『Canti』 117쪽 스캔 대조.,2026-08-15
q-lit-tulip-marvell,tulip-white,poem,흰 튤립은 낯빛을 얻으려 애썼고 / 제 뺨에 줄무늬 넣는 법을 배웠다. / 그 양파 같은 뿌리를 사람들이 어찌나 귀히 여겼던지 / 하나에 목장 하나를 내주었다.,"The Tulip, white, did for complexion seek; / And learn’d to interline its cheek: / Its Onion root they then so high did hold, / That one was for a Meadow sold.",앤드루 마블,〈The Mower against Gardens〉(『Miscellaneous Poems』),https://en.wikisource.org/wiki/Miscellaneous_Poems_(Marvell)/The_Mower_against_Gardens,pd,dearbloom,1681,just_because,"1630년대 네덜란드 튤립 파동을 두고 한 말이에요. 1681년 초판은 “The Tulip, white,”처럼 쉼표를 넣어 찍었고, 오늘날 판본은 쉼표 없이 적어요.",마블 1621–1678 사망 → 만료. 사후 시집 『Miscellaneous Poems』(1681) 40쪽 스캔 대조.,2026-08-15
q-lit-lily-vergil,lily-asiatic,classic,그대가 마르켈루스가 되리라. 두 손 가득 백합을 다오. / 자줏빛 꽃을 뿌리련다. 적어도 이 선물만은 / 손자의 넋 위에 쌓아 두고 / 부질없는 예를 다하련다.,tu Marcellus eris. manibus date lilia plenis / purpureos spargam flores animamque nepotis / his saltem accumulem donis / et fungar inani munere.,베르길리우스,『아이네이스』 6권 883~886행,https://www.thelatinlibrary.com/vergil/aen6.shtml,pd,dearbloom,BC 19년경,remembrance|comfort,"아우구스투스가 후계자로 삼으려던 조카 마르켈루스가 스무 살에 죽자 그를 기린 대목이에요. 로마에서 백합은 이렇게 장례의 꽃이었어요.",베르길리우스 BC 70–BC 19 사망 → 만료.,2026-08-15
q-lit-lily-rimbaud,lily-asiatic,poem,"별들이 잠든 고요하고 검은 물결 위로 / 하얀 오필리아가 커다란 백합처럼 떠간다, / 긴 너울에 누운 채 아주 천천히 떠간다…… / — 먼 숲에서는 사냥의 뿔피리 소리.","Sur l’onde calme et noire où dorment les étoiles, / La blanche Ophélia flotte comme un grand lys, / Flotte très lentement, couchée en ses longs voiles… / — On entend dans les bois lointains des hallalis…",아르튀르 랭보,〈Ophélie〉,https://fr.wikisource.org/wiki/Poésies_(Rimbaud)/éd._Vanier%2C_1895/Ophélie,pd,dearbloom,1870,remembrance|comfort,『햄릿』에서 꽃을 나눠 주던 오필리아가 물에 빠져 죽은 뒤를 랭보가 다시 썼어요. 열여섯 살에 쓴 시예요.,랭보 1854–1891 사망 → 만료. 1870년 작. 인용은 1895년 바니에 판 『Poésies complètes』 62쪽 스캔 대조.,2026-08-15
q-lit-hydrangea-rilke,hydrangea,poem,"그러나 문득 그 파랑이 새로워지는 듯하다 / 여러 송이 가운데 하나에서, 그리고 보인다 / 초록 앞에서 기뻐하는, 가슴 저린 파랑 하나가.","Doch plötzlich scheint das Blau sich zu verneuen / in einer von den Dolden, und man sieht / ein rührend Blaues sich vor Grünem freuen.",라이너 마리아 릴케,〈Blaue Hortensie〉(『신시집』),https://de.wikisource.org/wiki/Blaue_Hortensie,pd,dearbloom,1907,comfort|gratitude,빛바랜 수국을 열두 행 내내 들여다보다가 마지막 석 줄에서 색이 되살아나요.,릴케 1875–1926 사망 → 만료. 인젤 출판사 1907년 초판 『Neue Gedichte』 57쪽 스캔 대조.,2026-08-15
q-lit-hyacinth-sappho,hyacinth,poem,산에서 목동들이 발로 짓밟는 / 히아신스처럼 — 그리하여 땅에 자줏빛 꽃이 번진다.,Οἴαν τὰν υάκινθον ἐν οὔρεσι ποίμενες ἄνδρες / πόσσι καταστείβοισι,사포,사포 단편 94번(H. T. Wharton 1895년 편집본),https://el.wikisource.org/wiki/Ύμνοι_και_Επιθαλάμια,pd,dearbloom,BC 6c,comfort|remembrance,"혼례 노래의 한 조각이라 짓밟힌 꽃이 신부를 가리킨다는 풀이가 유력해요. 단편이라 앞뒤가 끊겨 있고, 오늘날 편집본은 번호를 달리 매겨요.",사포 BC 7~6세기 사람 → 만료. 인용 표기는 와튼(1895) 편집본이고 와튼 1895년 사망 → 만료.,2026-08-15
q-lit-hyacinth-shelley,hyacinth,poem,"자줏빛, 흰빛, 푸른빛의 히아신스, / 그 종 모양 꽃에서 새로 울려 나오던 종소리는 / 어찌나 곱고 여리고 짙던지 / 소리가 아니라 향기처럼 느껴졌다.","And the hyacinth purple, and white, and blue, / Which flung from its bells a sweet peal anew / Of music so delicate, soft, and intense, / It was felt like an odour within the sense;",퍼시 비시 셸리,〈The Sensitive Plant〉 1부,"https://en.wikisource.org/wiki/The_Complete_Poetical_Works_of_Percy_Bysshe_Shelley_(ed._Hutchinson,_1914)/The_Sensitive_Plant",pd,dearbloom,1820,comfort|celebration|just_because,꽃 소리를 향기로 바꿔 말하는 대목이에요. 정원의 꽃을 한 종씩 차례로 부르는 시라 바로 앞 넉 줄은 은방울꽃 차지예요.,셸리 1792–1822 사망 → 만료. 1820년 『Prometheus Unbound』 수록. 인용은 허친슨 편(1914) 전집 스캔 대조.,2026-08-15
q-lit-lotv-shelley,lily-of-the-valley,poem,"물의 요정 같은 은방울꽃, / 젊음이 그토록 곱게 하고 그리움이 그토록 창백하게 만들어 / 떨리는 종들의 빛이 / 보드라운 초록 장막 너머로 비쳐 보이는 꽃.","And the Naiad-like lily of the vale, / Whom youth makes so fair and passion so pale / That the light of its tremulous bells is seen / Through their pavilions of tender green;",퍼시 비시 셸리,〈The Sensitive Plant〉 1부,"https://en.wikisource.org/wiki/The_Complete_Poetical_Works_of_Percy_Bysshe_Shelley_(ed._Hutchinson,_1914)/The_Sensitive_Plant",pd,dearbloom,1820,confession|comfort,같은 시의 바로 뒤 넉 줄은 히아신스를 노래해요. 두 대목이 한 화환처럼 이어져 있어요.,셸리 1792–1822 사망 → 만료. 1820년 『Prometheus Unbound』 수록. 인용은 허친슨 편(1914) 전집 스캔 대조.,2026-08-15
q-lit-lotv-lermontov,lily-of-the-valley,poem,"향긋한 이슬을 뒤집어쓴 채 / 발그레한 저녁이나 금빛 아침 나절에 / 덤불 아래에서 은빛 은방울꽃이 / 내게 다정히 고개를 끄덕일 때면","Когда, росой обрызганный душистой, / Румяным вечером иль утра в час златой, / Из-под куста мне ландыш серебристый / Приветливо кивает головой;",미하일 레르몬토프,〈누런 밀밭이 물결칠 때〉,https://ru.wikisource.org/wiki/Когда_волнуется_желтеющая_нива_(Лермонтов),pd,dearbloom,1837,comfort|gratitude,러시아어로 은방울꽃은 ‘란디시(ландыш)’예요. 이 꽃이 고개를 끄덕여 줄 때 비로소 마음이 가라앉는다고 시는 말해요.,레르몬토프 1814–1841 사망 → 만료. 1837년 2월 작. 러시아어 위키문헌(1989년 전집 대조본) 게재.,2026-08-15
q-lit-anemone-bion,anemone,poem,피를 쏟는다. 그리고 그 모두가 땅에서 꽃이 된다. / 피는 장미를 낳고 눈물은 아네모네를 낳는다.,αἷμα χέει· τὰ δὲ πάντα ποτὶ χθονὶ γίνεται ἄνθη. / αἷμα ῥόδον τίκτει,비온,〈아도니스를 위한 만가〉,https://el.wikisource.org/wiki/Αδώνιδος_επιτάφιος,pd,dearbloom,BC 2~1c,remembrance|comfort,아프로디테의 눈물에서 아네모네가 났다는 그리스 판본이에요. 아도니스의 피에서 아네모네가 났다는 오비디우스의 로마 판본과 꽃이 서로 바뀌어 있어요.,비온 BC 2~1세기 사람 → 만료. 인용은 J. M. 에드먼즈 편 『The Greek Bucolic Poets』(1912) 그리스어 본문이고 에드먼즈 1958년 사망 → 한국 기준 만료.,2026-08-15
q-lit-hellebore-horace,hellebore,poem,헬레보어의 가장 큰 몫은 인색한 자들에게 주어야 한다. / 아니 아예 안티키라의 헬레보어를 몽땅 그들 몫으로 떼어 두어야 하지 않을까.,danda est ellebori multo pars maxima avaris: / nescio an Anticyram ratio illis destinet omnem.,호라티우스,『풍자시』 2권 3편 82~83행,https://www.thelatinlibrary.com/horace/serm2.shtml,pd,dearbloom,BC 30년경,comfort|just_because,안티키라는 헬레보어 산지로 이름났던 그리스 항구예요. ‘안티키라로 가라’가 곧 ‘정신 좀 차려라’라는 말이었어요.,호라티우스 BC 65–BC 8 사망 → 만료.,2026-08-15
q-lit-carnation-yakamochi,carnation,poem,우리 집 뜰의 패랭이꽃이 한창이구나 / 꺾어서 한 번만 보여 주고 싶은 그 사람이 있으면 좋으련만,我が宿のなでしこの花盛りなり手折りて一目見せむ子もがも,오토모노 야카모치,『만엽집』 8권 1496번,https://ja.wikisource.org/wiki/万葉集/第八巻,pd,dearbloom,8c,confession|just_because|gratitude,"나데시코는 술패랭이(Dianthus superbus)예요. 꽃집의 카네이션(D. caryophyllus)과 같은 패랭이꽃속이지만 다른 종이에요. 원문은 만요가나로 “吾屋前之 瞿麥乃花 盛有 手折而一目 令見兒毛我母”라 적혀 있어요.",오토모노 야카모치 718?–785 사망 → 만료. 『만엽집』 8세기 후반 성립. 인용은 일본어 위키문헌의 훈독 표기.,2026-08-15
q-lit-cherry-komachi,cherry-blossom,poem,꽃빛은 / 그만 바래고 말았구나 / 부질없이 / 긴 비를 바라보며 / 이 몸이 세상을 지나는 사이에,花の色はうつりにけりないたつらにわか身世にふるなかめせしまに,오노노 고마치,『고금와카집』 권2 봄노래 하 113번,https://ja.wikisource.org/wiki/古今和歌集/巻二,pd,dearbloom,905년경,comfort|remembrance,‘후루’가 비가 내리다와 세월이 지나다를 겹쳐 부르고 ‘나가메’가 긴 비와 바라봄을 겹쳐 부르는 노래예요. 여기 ‘꽃’은 벚꽃을 가리켜요.,오노노 고마치 9세기 사람 → 만료. 『고금와카집』 905년경 편찬. 출처는 옛 가나 표기 그대로.,2026-08-15
q-lit-chrysanthemum-liqingzhao,chrysanthemum,poem,동쪽 울타리에서 해 질 녘까지 술잔을 들었더니 / 옷소매에 그윽한 향이 가득하다 / 넋이 나가지 않았다고 말하지 마오 / 발을 걷어 올리는 서풍에 / 사람이 국화보다 야위었으니,東籬把酒黃昏後，有暗香盈袖。莫道不銷魂，簾卷西風，人比黃花瘦。,이청조,〈醉花陰〉(취화음),https://zh.wikisource.org/wiki/醉花陰_(李清照),pd,dearbloom,12c초,comfort|remembrance|anniversary,‘황화(黃花)’가 곧 국화예요. 첫 구의 ‘동쪽 울타리’는 도연명의 국화 시에서 가져온 말이에요. 판본에 따라 ‘銷魂’을 ‘消魂’으로 적기도 해요.,이청조 1084–1155년 이후 사망 → 만료. 인용은 중국어 위키문헌 『李清照詞全集』 계열 본문(번체자).,2026-08-15
q-lit-magnolia-quyuan,magnolia,poem,아침에는 목련에서 떨어지는 이슬을 마시고 / 저녁에는 가을 국화의 지는 꽃잎을 먹는다,朝飲木蘭之墜露兮，夕餐秋菊之落英。,굴원,『초사』 〈이소〉,https://zh.wikisource.org/wiki/離騷,pd,dearbloom,BC 3c,comfort|gratitude,여기 목란(木蘭)이 목련이에요. 이슬과 꽃잎만 먹는다는 말로 제 몸을 더럽히지 않겠다는 뜻을 나타냈어요.,굴원 BC 340?–BC 278 사망 → 만료.,2026-08-15
q-lit-narcissus-huangtingjian,narcissus,poem,물결을 밟는 선녀가 버선에 먼지를 일으키며 / 물 위를 사뿐사뿐 초승달빛을 밟고 걷는다,凌波仙子生塵襪，水上盈盈步微月。,황정견,〈王充道送水仙花五十枝〉(왕충도가 수선화 쉰 가지를 보내와),https://zh.wikisource.org/wiki/廣羣芳譜/卷052,pd,dearbloom,12c초,gratitude|just_because,"중국에서 수선화를 ‘능파선자(凌波仙子)’, 곧 물결을 밟는 선녀라 부르는 말이 이 시에서 왔어요. 오늘날 판본은 둘째 구를 ‘水上輕盈步微月’으로 적는 쪽이 많아요.",황정견 1045–1105 사망 → 만료. 인용은 『광군방보』(1708) 권52 수록 표기.,2026-08-15
q-lit-jasmine-tagore,jasmine,poem,"아, 이 재스민들, 이 흰 재스민들! / 이 재스민들을, 이 흰 재스민들을 두 손 가득 처음 담았던 그날이 기억나는 것만 같다.","Ah, these jasmines, these white jasmines! / I seem to remember the first day when I filled my hands with these jasmines, these white jasmines.",라빈드라나트 타고르,〈The First Jasmines〉(『초승달』),https://en.wikisource.org/wiki/The_Crescent_Moon/The_First_Jasmines,pd,dearbloom,1913,remembrance|gratitude|just_because,"타고르가 벵골어로 쓴 시를 손수 영어로 옮겨 낸 시집이라, 여기 영어도 시인 자신의 글이에요.",타고르 1861–1941 사망 → 만료. 맥밀런 1913년 『The Crescent Moon』 70쪽 스캔 대조.,2026-08-15
q-lit-camellia-dumas,camellia,novel,한 달 가운데 스물닷새 동안 동백은 희었고 닷새 동안은 붉었다. 어째서 색이 이렇게 갈리는지는 아무도 알지 못했다. …… 마르그리트에게서 동백 말고 다른 꽃을 본 사람은 없었다.,"Pendant vingt-cinq jours du mois, les camélias étaient blancs, et pendant cinq ils étaient rouges …… On n’avait jamais vu à Marguerite d’autres fleurs que des camélias.",알렉상드르 뒤마 피스,『동백꽃 여인』 2장,https://fr.wikisource.org/wiki/La_Dame_aux_camélias,pd,dearbloom,1848,confession|remembrance,이 대목에서 ‘동백꽃 여인’이라는 별명이 생겼어요. 베르디의 오페라 〈라 트라비아타〉가 이 소설에서 나왔어요.,뒤마 피스 1824–1895 사망 → 만료. 인용은 1852년 판 본문(프랑스어 위키문헌 스캔) 54쪽.,2026-08-15
q-lit-peony-keats,peony,poem,"그럴 때는 아침 장미에 슬픔을 실컷 먹이거나, / 소금기 어린 물결이 그리는 무지개에, / 또는 둥글게 뭉친 작약의 풍성함에 실어 보내라.","Then glut thy sorrow on a morning rose, / Or on the rainbow of the salt sand-wave, / Or on the wealth of globed peonies;",존 키츠,〈우울에 부치는 노래〉,https://en.wikisource.org/wiki/Keats;_poems_published_in_1820/Ode_on_Melancholy,pd,dearbloom,1820,comfort,슬픔이 닥치면 슬픔을 꽃에 실어 실컷 먹이라고 말하는 대목이에요.,키츠 1795–1821 사망 → 만료. 1820년 시집 141쪽(1909년 로버트슨 영인본) 스캔 대조.,2026-08-15
q-lit-poppy-vergil,corn-poppy,poem,그대에게 요정들이 바구니 가득 백합을 나른다. 흰 나이스는 / 창백한 제비꽃과 개양귀비 꽃대를 꺾어 / 수선화와 향긋한 회향꽃을 함께 엮는다.,tibi lilia plenis / ecce ferunt Nymphae calathis; tibi candida Nais / pallentis violas et summa papavera carpens / narcissum et florem iungit bene olentis anethi;,베르길리우스,『목가』 2편 45~48행,https://www.thelatinlibrary.com/vergil/ec2.shtml,pd,dearbloom,BC 39년경,confession|just_because,2천 년 전 로마의 꽃다발 목록이에요. 백합·제비꽃·개양귀비·수선화가 한 다발에 함께 묶여 있어요.,베르길리우스 BC 70–BC 19 사망 → 만료.,2026-08-15
q-lit-marigold-vergil,marigold,poem,그러고는 계피와 다른 향긋한 풀들을 섞어 짜 넣어 / 노란 금잔화로 보드라운 꽃에 색을 놓는다.,tum casia atque aliis intexens suavibus herbis / mollia luteola pingit vaccinia caltha.,베르길리우스,『목가』 2편 49~50행,https://www.thelatinlibrary.com/vergil/ec2.shtml,pd,dearbloom,BC 39년경,celebration|gratitude,"라틴어 ‘칼타(caltha)’를 금잔화(Calendula)로 보는 것이 사전의 통설이에요. 함께 나오는 ‘바키니아(vaccinia)’가 어떤 꽃인지는 예부터 갈려서 그냥 ‘꽃’으로 옮겼어요.",베르길리우스 BC 70–BC 19 사망 → 만료. 앞의 개양귀비 항목과 같은 문단에서 이어지는 두 행이다.,2026-08-15
q-lit-plum-wanganshi,plum-blossom,poem,담 모퉁이에 매화 몇 가지 / 추위를 무릅쓰고 저 홀로 피었다 / 멀리서도 눈이 아닌 줄 아는 것은 / 그윽한 향기가 풍겨 오기 때문이다,牆角數枝梅，凌寒獨自開。遙知不是雪，為有暗香來。,왕안석,〈梅花〉,https://zh.wikisource.org/wiki/梅花_(王安石),pd,dearbloom,11c,comfort|just_because,매화는 매실이 열리는 매실나무(Prunus mume)의 꽃이에요. 잎보다 꽃이 먼저 피어서 예부터 눈과 자주 견주었어요.,왕안석 1021–1086 사망 → 만료. 중국어 위키문헌 북송 작품 본문 대조.,2026-08-17
q-lit-plum-linbu,plum-blossom,poem,성긴 그림자는 맑고 얕은 물 위에 비껴 눕고 / 그윽한 향기는 달 뜨는 저물녘에 떠다닌다,疏影橫斜水清淺，暗香浮動月黃昏。,임포,〈山園小梅〉 2수 중 제1수,https://zh.wikisource.org/wiki/山園小梅_(林逋),pd,dearbloom,11c,just_because|comfort,임포는 서호에 숨어 살며 매화를 아내로 학을 자식으로 삼았다 하여 ‘매처학자(梅妻鶴子)’라 불렸어요.,임포 967–1028 사망 → 만료. 위키문헌 본문은 『광군방보』 권23·『천가시』 권4 계열 표기다.,2026-08-17
q-lit-plum-yihwang,plum-blossom,poem,홀로 산창에 기대니 밤빛이 차가운데 / 매화 가지 끝에 달이 올라 마침 둥글다 / 굳이 실바람을 다시 부를 것 없으니 / 맑은 향이 절로 뜰 안에 가득하다,獨倚山窓夜色寒，梅梢月上正團團。不須更喚微風至，自有淸香滿院間。,이황,〈陶山月夜詠梅〉(『퇴계선생문집』 속내집 권5),https://db.itkc.or.kr/search/group?q=query%E2%80%A0%E7%8D%A8%E5%80%9A%E5%B1%B1%E7%AA%93%E5%A4%9C%E8%89%B2%E5%AF%92,pd,dearbloom,1569,comfort|gratitude|just_because,이황이 예순아홉 되던 해 봄 도산에서 지은 여섯 수 가운데 하나예요.,이황 1501–1570 사망 → 만료. 한국고전종합DB 『정본 퇴계전서』 교감표점(퇴계선생문집 속내집 권5) 대조. 한국어는 한문 원문에서 자체 번역(같은 DB의 번역문 미참조).,2026-08-17
