name_ko,story_id,title,hook,story_ko,culture_region,era,story_type,source_kind,source_url,confidence,editorial_note
갈풀,bstory-canary-grass-invader,정원에서 나가 늪을 덮었습니다,"정원사의 대님이라 불릴 만큼 얌전한 무늬풀이, 습지에서는 다른 풀을 밀어냅니다.","갈풀의 학명은 팔라리스 아룬디나케아예요. 영어권에서는 리드 카나리그래스라고 불러요. 잎에 흰 줄무늬가 든 원예 품종은 정원사의 대님, 리본 그래스라는 예쁜 별명으로 팔리고요. 그런데 이 풀이 습지로 나가면 이야기가 달라져요. 서늘한 철에 먼저 올라와 자리를 선점하고 빽빽하게 덮어 버리거든요. 북미에서는 숲과 습지를 위협하는 침입종으로 관리 대상이에요. 헷갈리는 건 여기예요. 북미에도 자생하는 갈풀 계열이 따로 있어서, 같은 종 안에서 자생 계통과 침입 계통이 섞여 있어요. 그래서 눈으로 보고 어느 쪽인지 가려내기가 아주 어려워요.",north-america,modern,history,garden,https://plants.ces.ncsu.edu/plants/phalaris-arundinacea/,repeated,"birth-story-v1: docs/birth-stories-research-1.md #29. 침입종 지정, 서늘한 철 생육형, 별명(Gardener's Garters·Ribbon Grass), 자생 계열이 따로 있다는 서술을 출처에서 확인."
카모밀레,bstory-chamomile-peter-rabbit-tea,말썽 부린 밤에 먹인 차,동화 속에서 가장 유명한 처벌은 매가 아니라 캐모마일 차 한 숟갈이었습니다.,베아트릭스 포터의 「피터 래빗 이야기」 마지막 장면이에요. 피터는 맥그리거 씨네 밭에 몰래 들어갔다가 재킷과 신발을 잃고 겨우 도망쳐 나와요. 두 주 사이에 두 번째로 잃어버린 옷이었어요. 그날 저녁 피터는 몸이 좋지 않았어요. 엄마는 피터를 침대에 눕히고 캐모마일 차를 끓였어요. 그리고 한 숟갈을 먹였어요. 잠들기 전에 한 큰술이라고 적혀 있어요. 같은 시각 말썽을 안 부린 플롭시와 몹시와 코튼테일은 빵과 우유와 블랙베리를 먹었고요. 아이들 책에서 캐모마일 차는 그렇게 약이자 벌이자 위로가 됐어요.,england,1900s,literary,book-pd,https://www.gutenberg.org/cache/epub/14838/pg14838-images.html,repeated,"birth-story-v1: docs/birth-stories-research-1.md #30. 퍼블릭 도메인 원문을 읽고 새로 쓴 문장. 원문 표기는 camomile 이고, 형제들의 저녁 메뉴 대비도 원문 그대로의 사실이다."
카모밀레,bstory-chamomile-falstaff-trodden,밟힐수록 잘 자란다는 말,폴스타프는 이렇게 말합니다. 캐모마일은 밟힐수록 빨리 자라지만 젊음은 쓸수록 빨리 닳는다고요.,"헨리 4세 1부 2막 4장에서 폴스타프가 왕 흉내를 내며 왕자에게 훈계를 늘어놔요. 그 대사에 캐모마일이 나와요. 캐모마일은 밟힐수록 더 빨리 자라지만 젊음은 헛되이 쓸수록 더 빨리 닳는다고요. 술집에서 사기꾼이 늘어놓는 헛소리 한가운데, 정확한 원예 지식 하나가 박혀 있는 거예요. 실제로 캐모마일은 밟히는 데 강해요. 그래서 유럽에서는 잔디 대신 캐모마일을 깔아 밟고 다니는 정원을 만들기도 했어요. 밟으면 향이 올라오거든요. 셰익스피어의 관객은 그 냄새를 알고 있었을 거예요.",england,16c,literary,book-pd,https://www.opensourceshakespeare.org/views/plays/play_view.php?WorkID=henry4p1&Act=2&Scene=4&Scope=scene,repeated,birth-story-v1: docs/birth-stories-research-1.md #31. 퍼블릭 도메인 원문에서 해당 대사를 확인하고 인용부호 없이 우리말로 옮겼다. 마지막 두 문장(캐모마일 잔디)은 널리 알려진 원예 관행에 대한 우리 서술이다.
삼나무,bstory-sugi-yakushima-thousand-years,천 년이 기준선인 숲,야쿠시마에서는 천 년을 넘긴 삼나무만 야쿠스기라고 부릅니다. 그 아래는 아직 어린나무입니다.,"가고시마 남쪽 바다에 야쿠섬이 있어요. 작은 섬인데 산이 높고 비가 억수같이 내려요. 그 습한 산속에 삼나무 원시림이 있어요. 여기서는 나무를 부르는 기준이 남달라요. 천 년을 넘긴 삼나무만 야쿠스기라고 부르거든요. 천 년이 안 된 나무는 그냥 어린 삼나무예요. 이 숲은 1993년에 유네스코 세계자연유산이 됐어요. 등재 사유에는 천 년을 넘긴 삼나무 원시림이 이 섬의 핵심이라고 적혀 있어요. 작은 섬 하나에 식물만 천구백 종이 살고 있고요. 같은 삼나무인데 어느 산에서는 꽃가루 골칫거리이고, 이 섬에서는 세계유산이에요.",japan,ancient-modern,history,museum,https://whc.unesco.org/en/list/662,repeated,"birth-story-v1: docs/birth-stories-research-1.md #33. 야쿠스기·천 년 기준·1,900종 식물상을 유네스코 등재 문서에서 확인. 등재 연도(1993)는 유네스코 목록 번호 662 항목의 기본 정보다."
삼나무,bstory-cedar-nikko-avenue,세계에서 가장 긴 삼나무길,1628년부터 스무 해에 걸쳐 삼나무 20만 그루를 심어 만든 35.41킬로미터짜리 가로수길이에요.,"일본 도치기현 이마이치를 중심으로 세 갈래 길이 모이는 닛코의 삼나무 가로수길은 기네스 세계기록이 인정한 세계에서 가장 긴 가로수길이에요. 총 길이가 35.41킬로미터, 그러니까 약 22마일이에요. 1628년부터 1648년까지 스무 해에 걸쳐 삼나무 20만 그루를 심어 만들었고, 그중 1만 3500그루 넘게 아직 살아 있어요. 남은 나무들의 평균 키는 27미터고요. 심은 나무의 대부분은 지난 400년 사이에 사라졌지만, 남은 것만으로도 이 길은 여전히 세계 최장 기록을 지키고 있어요.",japan,edo-modern,history,other,https://www.guinnessworldrecords.com/world-records/longest-avenue-of-trees,repeated,"종 동정 주의 — 한국어 '삼나무'는 Cryptomeria japonica이고 영문 Cedar(Cedrus, 백향목)는 다른 나무다. 이 항목은 Cryptomeria 기준으로 통일했다. 기네스 페이지가 발주자를 적지 않아 마쓰다이라 마사쓰나는 뺐다."
삼나무,bstory-cedar-pollen-policy,40억 그루가 만든 꽃가루,전후 일본이 심은 삼나무 40억 그루가 지금은 국민 다섯 중 한 명을 괴롭혀요.,"일본은 2차 대전이 끝난 뒤 헐벗은 산을 되살리고 건설 목재를 대려고 삼나무를 대대적으로 심었어요. 1950년부터 1970년까지 산에 꽂힌 삼나무만 40억 그루가 넘어요. 그런데 값싼 수입 목재가 들어오면서 국내 목재 수요가 사라졌고, 베어 내지 못한 나무들은 그대로 자라 꽃가루를 뿜기 시작했지요. 지금 일본에서 가훈쇼라 부르는 꽃가루 알레르기는 국민 다섯 명 중 한 명에게 나타나요. 30년 사이 꽃가루 농도는 다섯 배, 환자 수는 세 배로 늘었고요. 2007년 도야마현 임업연구소가 꽃가루를 만들지 않는 품종을 개발하는 등 대안이 나왔지만, 무화분·저화분 품종은 아직 해마다 심는 묘목의 10퍼센트를 조금 넘는 수준이에요.",japan,modern,history,magazine,https://www.nippon.com/en/nipponblog/m00081/,repeated,레바논 백향목·길가메시·솔로몬 성전 이야기는 Cedrus 쪽이라 이 항목에 넣지 않았다. 별도 '백향목' 항목이 생기면 그쪽으로 옮길 것.
삼나무,bstory-cedar-jomon-sugi,1966년에야 발견된 조몬스기,둘레 16.4미터의 이 삼나무는 1966년에야 세상에 알려졌어요.,"규슈 남쪽 야쿠시마섬 깊은 산속에 조몬스기라는 삼나무가 서 있어요. 키는 25.3미터로 압도적이진 않은데, 줄기 둘레가 16.4미터나 돼요. 나이는 2000년에서 7200년 사이로 추정되고, 연륜 측정으로는 최소 2000년이라는 값이 나왔어요. 놀라운 건 이 나무가 1966년에야 공식적으로 알려졌다는 점이에요. 근처에는 1580년대에 잘려 나간 거대한 삼나무의 그루터기, 이른바 윌슨 그루터기가 남아 있어요. 지금은 뿌리가 상할까 봐 밑동에서 15미터 떨어진 전망대에서만 볼 수 있고, 왕복 열 시간쯤 걸어야 닿아요. 야쿠시마는 1993년 세계자연유산이 되었어요.",japan,modern,history,museum,https://www.japan.travel/en/spot/596/,varies,발견자 이름이 자료마다 이와카와 데이지·이와카와 사다쓰구로 갈려 본문에서 뺐다. 수령도 편차가 커서 범위로 적었다.
월계수,bstory-laurel-daphne-transformed,붙잡히기 직전에 나무가 됐습니다,"아폴론에게 쫓기던 님프는 대지에 도움을 청했고, 그 자리에서 월계수가 됐습니다.","다프네는 강의 님프였어요. 아폴론이 그를 쫓았어요. 다프네는 지칠 때까지 달아나다가 마지막에 대지의 여신에게 도움을 청했어요. 그 순간 몸이 나무가 됐어요. 월계수였어요. 아폴론은 그 나무를 자기 신성한 나무로 삼았어요. 그래서 델포이의 아폴론 신전에는 월계수가 따라다녀요. 다프네라는 이름 자체가 그리스 말로 월계수예요. 이야기가 이름을 낳은 게 아니라 이름이 이야기를 낳았다고 보는 학자들도 있어요. 어느 쪽이든, 승리의 관을 쓴다는 말의 뿌리에는 붙잡히지 않으려고 나무가 된 님프가 있어요.",greece,ancient,folklore,book-pd,https://www.theoi.com/Nymphe/NympheDaphne.html,repeated,birth-story-v1: docs/birth-stories-research-1.md #34. 퍼블릭 도메인 번역 모음을 읽고 새로 쓴 문장. 출처는 라돈강과 페네이오스강 두 계열의 이설을 함께 싣고 있어 본문은 강 이름을 특정하지 않았다.
월계수,bstory-laurel-laureate-word,노벨상 수상자라는 말에 들어 있는 잎,로리엇이라는 단어를 뜯어 보면 월계수가 나옵니다. 학사 학위 이름에도 들어 있습니다.,"영어로 노벨상 수상자를 노벨 로리엇이라고 해요. 계관시인은 포이트 로리엇이고요. 이 로리엇이라는 말의 뿌리가 월계수예요. 고대 그리스에서 승자에게 씌운 관이 월계수 가지였거든요. 로마가 그 관습을 이어받으면서 라틴어 라우루스가 유럽 언어 곳곳에 박혔어요. 바칼로레아, 배칠러 같은 학위 이름에도 이 잎이 들어 있어요. 월계수는 승리만 상징한 게 아니에요. 의술과 예술, 그리고 전쟁의 끝을 뜻하기도 했어요. 상장 가장자리에 그려진 잎사귀 무늬를 오늘도 볼 수 있는데, 그게 이천 년 넘게 이어진 그 잎이에요.",greece-rome,ancient-modern,history,magazine,https://theconversation.com/whats-a-laureate-a-classicist-explains-the-words-roots-in-ancient-greek-victors-winning-crowns-of-laurel-leaves-191407,repeated,birth-story-v1: docs/birth-stories-research-1.md #35. 고전학자가 쓴 칼럼에서 로리엇의 어원과 월계수가 의술·예술·종전의 상징이었다는 서술을 확인.
떡갈나무,bstory-oak-boscobel-all-day,왕이 하루를 보낸 나무,"군인들이 숲을 뒤지는 동안, 왕은 참나무 위에 앉아 그들을 내려다보고 있었습니다.","1651년 9월, 우스터 전투에서 진 스물한 살의 찰스는 쫓기는 몸이 됐어요. 보스코벨 하우스에 숨어들었는데, 같이 도망 중이던 윌리엄 케어리스가 집도 숲도 위험하다고 했어요. 대신 한 가지 방법을 알고 있다고요. 삼사 년 전에 가지를 쳐서 잎이 빽빽하게 자란 참나무 한 그루였어요. 두 사람은 그 나무에 올라가 하루를 통째로 보냈어요. 찰스는 삼십 년 뒤 새뮤얼 피프스에게 그날을 이렇게 구술했어요. 나무 위에서 보니 군인들이 숲 여기저기를 뒤지며 오가는 게 보였다고요. 왕정복고 뒤 그의 생일 5월 29일은 오크 애플 데이가 됐어요.",england,17c,history,museum,https://www.english-heritage.org.uk/visit/places/boscobel-house-and-the-royal-oak/history/charles-ii-and-the-royal-oak/,repeated,"birth-story-v1: docs/birth-stories-research-1.md #36. 1651-09-04 화이트 레이디스 도착, 케어리스와의 대화, 피프스 구술 기록을 잉글리시 헤리티지 본문에서 확인. 구술문은 인용부호 없이 우리말로 옮겼다. 표의 '떡갈나무'에 붙은 Oak 은 참나무 총칭이고 떡갈나무는 그중 한 종이다."
떡갈나무,bstory-oak-dodona-oracle,잎 소리를 듣고 신탁을 읽었습니다,그리스에서 가장 오래된 신탁소는 건물이 아니라 참나무 한 그루였습니다.,"그리스 북서부 에페이로스의 골짜기에 도도나가 있어요. 제우스의 신탁소로 고대 그리스 세계 전체에 이름이 알려진 곳이에요. 이곳의 중심에는 신전 건물이 아니라 참나무 한 그루가 있었어요. 사제들이 그 잎이 스치는 소리를 듣고 신의 뜻을 읽었다고 해요. 이 신탁소는 헬레니즘 시대에 크게 확장돼서 그리스에서 손꼽히는 규모의 극장까지 들어섰어요. 끝은 급작스러웠어요. 4세기에 테오도시우스 황제가 이교 성소를 금지하면서 그 참나무가 뽑혔어요. 이후 이 자리에는 기독교 바실리카가 들어섰고, 6세기 중엽에 완전히 버려졌어요.",greece,ancient,history,wiki,https://www.worldhistory.org/Dodona/,repeated,"birth-story-v1: docs/birth-stories-research-1.md #37. 신탁소의 성격, 헬레니즘기 확장과 극장, 테오도시우스 칙령 이후 참나무가 뽑힌 사실, 6세기 폐기를 출처에서 확인."
떡갈나무,bstory-oak-iron-gall-ink,참나무 혹으로 만든 잉크,중세부터 19세기까지 유럽의 글씨는 대부분 참나무 벌레혹으로 만든 잉크였어요.,"참나무 가지에 벌레가 알을 낳으면 나무가 방어 반응으로 둥근 혹을 만들어요. 이 혹을 황산철, 물, 아라비아검과 섞으면 철몰식자잉크가 돼요. 예일대 도서관의 필사 재료 프로젝트는 이 잉크를 중세부터 19세기까지 필사본에서 가장 자주 발견되는 잉크라고 설명해요. 렘브란트와 반 고흐, 빅토르 위고도 이 잉크로 그림을 그렸고요. 문제는 시간이에요. 이 잉크의 산도는 보통 pH 1에서 3 사이라, 산이 종이를 타고 번지면서 섬유를 끊고 글자를 파랑검정에서 갈색으로 바꿔 놔요. 옛 문서를 위협하는 가장 큰 원인 가운데 하나예요.",europe,medieval-19c,history,museum,https://travelingscriptorium.com/2013/03/21/iron-gall-ink/,repeated,"예일대 도서관 Traveling Scriptorium 프로젝트. 혹을 만드는 곤충이 혹벌류라는 종 특정은 페이지에 없어 ""벌레""로만 썼다. 붉나무 오배자 잉크 편과 소재가 인접하니 화면에서 두 편을 나란히 붙이지 말 것."
칼미아,bstory-kalmia-anther-catapult,벌이 방아쇠를 당기면 꽃가루가 튑니다,칼미아 꽃은 열 개의 투석기를 장전해 놓고 벌을 기다립니다.,"칼미아 꽃을 들여다보면 꽃잎 안쪽에 작은 홈이 열 개 파여 있어요. 그 홈마다 수술의 꽃밥이 하나씩 꽂혀 있고요. 꽃이 벌어질 때 수술대가 활처럼 휘면서 팽팽하게 당겨져요. 장전이 끝난 상태예요. 벌이 꽃 안으로 들어와 수술대를 건드리면 꽃밥이 홈에서 튕겨 나오면서 벌의 몸에 꽃가루를 뿌려요. 열 개의 작은 투석기가 동시에 작동하는 셈이에요. 그런데 이 예쁜 관목은 온몸에 독이 있어요. 영어 별명 가운데 시프킬, 양을 죽이는 나무라는 것도 있을 정도예요.",north-america,modern,history,garden,https://plants.ces.ncsu.edu/plants/kalmia-latifolia/,repeated,"birth-story-v1: docs/birth-stories-research-1.md #38. 꽃잎 홈에 든 꽃밥, 벌이 건드리면 튕겨 나오는 구조, 고독성 등급, 별명 Sheepkill 을 출처에서 확인. 이름에 laurel 이 붙지만 월계수와 무관하다."
네모필라,bstory-nemophila-hitachi-53-million,언덕 하나가 통째로 파랗습니다,이바라키의 한 언덕에서는 봄마다 오백삼십만 송이가 한꺼번에 핍니다.,"이바라키현 히타치 해변공원의 미하라시 언덕은 봄마다 색이 바뀌어요. 4월 중순부터 5월 초까지 네모필라가 피거든요. 송이 수가 오백삼십만이에요. 삼점오 헥타르짜리 언덕이 거의 빈틈없이 파랗게 덮여요. 영어 이름은 베이비 블루 아이즈, 아기의 파란 눈이에요. 재미있는 건 이 꽃이 일본 자생종이 아니라는 점이에요. 북미 캘리포니아 쪽에서 온 한해살이풀이에요. 언덕 위로 올라가면 파란 꽃밭 너머로 바다가 이어져서 어디까지가 꽃이고 어디부터가 바다인지 잘 구분이 안 돼요.",japan,modern,history,magazine,https://www.timeout.com/tokyo/things-to-do/nemophila-harmony,repeated,"birth-story-v1: docs/birth-stories-research-1.md #39. 530만 송이·3.5헥타르·개화 시기를 출처에서 확인. 원산지(북미)는 종 정보로, 본문에서 '자생종이 아니다'라고만 적었다."
무궁화,bstory-mugunghwa-80000-seedlings-burned,묘목 팔만 주를 불태운 사건,학교 실습지에서 기른 무궁화 묘목이 전국으로 나갔습니다. 1933년 일제는 그 묘목 팔만 주를 태웠습니다.,"남궁억은 민족교육자였어요. 강원도 홍천에 모곡학교를 세우고, 학생 실습지에서 무궁화 묘목을 길렀어요. 그 묘목을 전국 각지로 보냈고요. 나라꽃을 심는 일 자체가 운동이었던 거예요. 1933년, 일제는 이 일이 불온사상을 고취하고 치안을 어지럽힌다고 했어요. 모곡학교 교직원과 교회 목사, 남궁억의 친척까지 모두 잡아갔어요. 그리고 무궁화 묘목 팔만 주를 불태웠어요. 이 사건을 취조하던 중에 기독교인들의 비밀결사 십자당이 드러나면서 일이 더 커졌고, 수많은 사람이 함께 붙잡혔어요.",korea,1930s,history,wiki,https://encykorea.aks.ac.kr/Article/E0018951,repeated,"birth-story-v1: docs/birth-stories-research-1.md #40. 모곡학교 실습지 재배, 1933년 검거, 묘목 8만 주 소각, 십자당 발각으로 사건 확대를 한국민족문화대백과사전 '무궁화사건' 항목에서 확인."
무궁화,bstory-mugunghwa-shanhaijing-junzi,아침에 피고 저녁에 지는 풀,이천 년도 더 된 중국 지리서에 군자의 나라와 그 나라의 풀 한 포기가 적혀 있습니다.,"산해경 해외동경에 이런 대목이 있어요. 그 북쪽에 군자국이 있는데, 사람들이 의관을 갖추고 칼을 차며, 짐승을 먹이고 큰 호랑이 두 마리를 곁에 두고, 서로 사양하며 다투지 않는다고요. 그리고 한 문장이 더 붙어요. 훈화초가 있는데 아침에 피고 저녁에 진다고요. 후대 사람들은 이 훈화초를 무궁화로 읽었어요. 무궁화가 하루 만에 지는 꽃이거든요. 다투지 않는 나라에 하루짜리 꽃이 핀다는 그림이 오래 남았어요. 다만 훈화초가 정말 무궁화였는지, 군자국이 어디였는지는 원문이 말해 주지 않아요.",china-korea,ancient,literary,book-pd,https://ctext.org/shan-hai-jing/hai-wai-dong-jing,varies,"birth-story-v1: docs/birth-stories-research-1.md #41. 산해경 원문(君子國…有薰華草，朝生夕死)을 확인하고 우리 문장으로 옮겼다. 훈화초=무궁화, 군자국=한반도라는 비정은 후대 해석이라 본문 마지막에 그 유보를 명시하고 varies 로 내렸다."
무궁화,bstory-rose-of-sharon-no-law,법으로 정한 적 없는 나라꽃,무궁화를 국화로 삼는다고 못 박은 법 조항은 없어요.,"무궁화는 법으로 국화라고 정해진 적이 없어요. 관습으로 그렇게 여겨 온 꽃이에요. 그 대신 기록이 아주 오래됐어요. 기원전 8세기에서 3세기 사이에 엮인 산해경은 우리 땅의 꽃을 훈화초라 적으며 아침에 피었다가 저녁에 진다고 했고, 신라 효공왕이 당나라에 보낸 국서는 우리나라를 무궁화의 땅이라는 뜻의 근역이라 불렀어요. 강희안의 양화소록에는 단군이 나라를 열 때 무궁화가 비로소 나왔다는 전승이 실려 있고요. 결정적인 계기는 개화기였어요. 애국가 후렴에 무궁화 삼천리 화려강산이라는 구절이 들어가면서 무궁화는 조선의 국화가 되어 오늘에 이르렀어요. 꽃이 7월부터 10월까지 백 일 넘게 이어 피어서 붙은 이름이에요.",korea,modern,history,other,https://encykorea.aks.ac.kr/Article/E0018949,repeated,"행정안전부 국가상징 페이지도 별도 확인했는데, 법적 근거 조항은 제시하지 않고 ""광복 후에 자연스럽게 나라꽃으로 자리 잡게 하였다""고만 서술한다."
무궁화,bstory-rose-of-sharon-namgung-eok,"1933년, 불태워진 묘목 10만 주",일제 경찰은 학생들을 시켜 무궁화 묘포를 뽑게 하고 그 자리에 벚나무를 심었어요.,"강원도 홍천 보리울에 모곡학교를 세운 남궁억은 무궁화 묘목을 길러 전국에 보급했어요. 무궁화를 심는 일이 민족의식을 지키는 일이라고 보았기 때문이에요. 1933년, 모곡학교 교사 김복동의 일기장을 압수한 경찰이 수사를 시작했어요. 남궁억과 유자훈, 김복동, 남궁모 등 관련자들은 한 달 넘게 혹독한 취조와 고문을 받은 뒤 서울로 넘겨졌죠. 강원도 경찰국은 모곡학교 학생들을 동원해 묘포의 무궁화를 뽑게 했고, 10만 주에 가까운 묘목이 모두 불에 탔어요. 일제는 뽑아낸 자리에 일본 국화인 사쿠라를 심었고, 모곡학교는 폐교되어 공립학교로 편입됐어요.",korea,20c,history,newspaper,https://www.christiantoday.co.kr/news/326782,repeated,"소각된 묘목 수는 자료마다 8만 주와 10만 주로 갈린다. 인용한 기사는 ""10만 주 가까이""로 적는다."
무궁화,bstory-rose-of-sharon-bible-mistranslation,샤론의 장미는 무궁화가 아니다,성경의 '샤론의 장미'는 무궁화가 아니라 사프란이나 백합류였을 가능성이 커요.,"영어권에서 무궁화를 부르는 이름 로즈 오브 샤론은 1611년 킹제임스 성경의 아가에서 처음 쓰였어요. 그런데 학자들은 이 번역이 히브리어 하바첼렛 하샤론을 잘못 옮긴 것으로 봐요. 이스라엘 샤론 평야에서 자라던 사프란이나 바다수선화, 튤립, 마돈나백합 쪽이었을 가능성이 크다는 거예요. 지금 우리가 로즈 오브 샤론이라 부르는 식물은 학명이 히비스쿠스 시리아쿠스, 곧 시리아의 히비스커스인데 실제로는 아시아가 원산이에요. 이름이 두 번 어긋난 셈이에요. 게다가 장미도 아니에요. 아욱과에 속해서 접시꽃, 목화, 오크라, 마시멜로와 친척이고, 아시아에서는 영원히 지지 않는 꽃이라 불렸어요.",middle-east,17c,history,newspaper,https://vineyardgazette.com/news/2011/08/25/rose-without-thorn,repeated,무궁화가 목화와 같은 아욱과라는 점은 목화 항목과 함께 보여 주면 재미가 산다.
살구꽃,bstory-apricot-dong-feng-xinglin,진료비 대신 살구나무를 심게 했습니다,이 의원은 돈을 받지 않았습니다. 대신 나은 사람에게 살구나무를 심으라고 했습니다.,"삼국시대 오나라 사람 동봉은 어려서부터 의술을 배운 명의였어요. 그는 병을 고쳐 주고 돈을 받지 않았어요. 대신 조건을 하나 걸었어요. 가벼운 병이 나은 사람은 살구나무 한 그루, 중한 병이 나은 사람은 다섯 그루를 심으라고요. 몇 해가 지나자 그 자리에 살구나무 십만 그루가 우거진 숲이 생겼어요. 사람들은 그를 동선행림, 살구숲의 신선이라 불렀어요. 그때부터 중국과 우리나라에서 행림, 곧 살구숲은 의료계를 가리키는 말이 됐어요. 한의원 간판에서 행림이라는 두 글자를 보면 이 숲 이야기예요.",china,3c,folklore,museum,https://www.fuzhou.gov.cn/zgfzzt/zjrc/mdfc/mdrj/202111/t20211115_4242647.htm,varies,"birth-story-v1: docs/birth-stories-research-1.md #42. 푸저우시 인민정부 지방지 자료의 '杏林始祖董奉' 항목을 근거로 새로 썼다. 심는 그루 수는 전승마다 1~5그루로 갈리고 십만 그루도 전설적 수치라 varies. 중국 '杏'은 살구, 한국의 행단(杏壇)은 은행나무로 이해돼 온 별개의 함정이 있다."
빙카,bstory-periwinkle-rousseau-thirty-years,삼십 년 만에 알아본 꽃,산길에서 파란 것을 본 사람은 소리를 질렀습니다. 삼십 년 전 그 사람이 가르쳐 준 꽃이었습니다.,"루소의 고백록에 이런 장면이 있어요. 바랑 부인과 함께 길을 가던 어느 날, 부인이 울타리에서 파란 것을 보고 말했어요. 아직 빙카가 피어 있네요. 그때 루소는 식물을 몰랐고 발밑의 풀을 알아볼 만큼 눈도 좋지 않아서 지나치면서 흘끗 봤을 뿐이었어요. 그러고 삼십 년 가까이 흘렀어요. 스위스 산길을 오르던 루소가 갑자기 소리를 질렀어요. 아, 빙카가 있다고요. 그사이 그는 식물학자가 돼 있었고, 바랑 부인은 곁에 없었어요. 프랑스에서 이 꽃이 기억과 우정의 상징이 된 건 이 한 장면 때문이에요.",france-switzerland,18c,literary,book-pd,https://www.gutenberg.org/files/3913/3913-h/3913-h.htm,repeated,birth-story-v1: docs/birth-stories-research-1.md #43. 퍼블릭 도메인 영역본 원문에서 해당 대목을 확인하고 인용부호 없이 우리말로 옮겼다. 마다가스카르 일일초(Catharanthus)는 이름이 페리윙클이지만 빙카(Vinca)와 다른 속이다.
사향장미,bstory-musk-rose-rediscovered-1963,사라진 줄 알았던 장미를 남의 정원에서 찾았습니다,"엘리자베스 시대에 들어와 자취를 감춘 장미가, 1963년 어느 노정원사의 뜰에 살아 있었습니다.","사향장미는 엘리자베스 시대에 영국 정원에 들어왔다고 해요. 그런데 어느 순간 재배 목록에서 사라졌어요. 장미 도감에 이름은 남았는데 그 이름표를 달고 팔리는 것들이 진짜 사향장미가 아니었어요. 1963년, 장미 연구자 그레이엄 스튜어트 토머스가 진짜를 찾아냈어요. 원예가 E. A. 보울스가 살던 미들턴 하우스의 정원이었어요. 학명 모스카타는 라틴어로 사향이라는 뜻이에요. 향으로 이름을 얻은 장미가 향을 아는 사람의 뜰에서 몇백 년을 버티고 있었던 거예요.",england,16c-modern,history,garden,https://www.botanic.cam.ac.uk/the-garden/plant-list/rosa-moschata/,repeated,birth-story-v1: docs/birth-stories-research-1.md #44. 1963년 재발견·발견자·장소·모스카타 어원을 케임브리지대 식물원 자료에서 확인. 정원 표기는 출처의 Myddleton House 를 따랐다.
보리,bstory-barley-shoe-size-barleycorn,신발 치수는 보리 낟알에서 왔습니다,영국식 신발 치수가 한 칸 오르면 발이 8.5밀리미터 길어집니다. 그 단위의 정체는 보리 낟알 하나입니다.,"중세 잉글랜드에서는 길이를 재는 기준이 제각각이었어요. 잉글랜드의 한 자는 보리 낟알 서른아홉 개인데, 국경 너머 웨일스에서는 스물일곱 개였어요. 거래에서 다툼이 생길 수밖에 없었죠. 1324년, 상인들의 압박을 받은 에드워드 2세가 칙령을 냈어요. 마르고 둥근 보리 낟알 세 개를 나란히 놓은 길이를 1인치로 한다고요. 그 아래 단위인 보리 낟알 하나는 배럴리콘이라 불렸어요. 신발 장인들이 이 단위를 그대로 가져다 썼어요. 그래서 지금도 영국식 신발 치수는 한 칸에 배럴리콘 하나, 약 8.5밀리미터씩 올라가요.",england,14c-modern,history,other,https://www.satra.com/bulletin/article.php?id=3230,repeated,"birth-story-v1: docs/birth-stories-research-1.md #45. 1324년 에드워드 2세 칙령, 잉글랜드 39개 대 웨일스 27개, 신발 치수 1칸=1배럴리콘을 신발 기술연구기관 SATRA 자료에서 확인."
아르메리아,bstory-armeria-thrift-threepence,동전에 새겨진 말장난,1937년 영국 3펜스 동전 뒷면에 이 꽃이 새겨졌습니다. 꽃 이름이 곧 절약이라는 뜻이었기 때문입니다.,아르메리아의 영어 이름은 스리프트예요. 절약이라는 뜻과 같은 낱말이에요. 1937년부터 1952년까지 영국의 3펜스 동전 뒷면에는 이 꽃이 새겨져 있었어요. 가장 값이 작은 동전에 절약이라는 이름의 꽃을 올린 거예요. 하필 그 시기는 전쟁 전후로 영국인들에게 아껴 쓰라고 다그치던 때였고요. 지갑을 열 때마다 동전이 잔소리를 하는 셈이었어요. 요즘도 영국의 나이 든 사람들은 이 꽃을 보면 스리페니 빗이라 부르던 그 동전을 떠올린다고 해요. 서쪽 바닷가 바위 위에서 초여름에 분홍 방울처럼 피는 꽃이에요.,uk,1930s-1950s,history,garden,https://botsocscot.wordpress.com/2022/07/10/plant-of-the-week-11th-july-2022-thrift-armeria-maritima-mill-willd/,repeated,"birth-story-v1: docs/birth-stories-research-1.md #46. 1937~1952 3펜스 동전 도안, 'be thrifty' 시기, 나이 든 세대의 기억을 스코틀랜드 식물학회 자료에서 확인."
