read_id,kind,title,source_title,author,source_url,published_at,starts_at,ends_at,region,summary_ko,access,confidence,reviewed_at,tags,links_to,editorial_note
read-nihhs-flower-of-day,guide,오늘의 꽃,국립원예특작과학원,농촌진흥청 국립원예특작과학원,https://www.nihhs.go.kr/usr/persnal/Flower_library.do,,,,온라인,국가 원예 연구기관이 날짜마다 꽃과 꽃말을 붙여 둔 자료예요. 우리 탄생화와 다른 날도 있으니 견줘 보세요.,open,single_source,2026-08-17,꽃 다루기|이야기|온라인,,"⚠ **우리 탄생화 사전과 같은 축의 자료다**(`content/birth_flowers.csv`, 366일). 우리 표는 순천만국가정원·로얄플라워 두 표를 맞대 고른 것이고 이쪽은 국가기관판이라 **값이 다를 수 있다**. docs/birth-flowers-research.md §2·§8 의 대전제(`전통·공식으로 정해진 탄생화가 아니다`)가 여기에도 걸린다 — 이 링크를 근거로 우리 표를 `공식`이라고 말하지 마라. 셋째 표로 대조하려면 조사 문서를 새로 쓸 것."
read-nongmin-keep-flowers,guide,선물받은 꽃 오래 보려면? 줄기 비스듬히 잘라 깨끗한 병에 꽂아야,농민신문,농민신문사,https://www.nongmin.com/article/20240126500385,2024-01-26,,,온라인,받은 꽃다발을 집에서 어떻게 손질하면 되는지 차근차근 알려 주는 기사예요. 농가와 꽃집 이야기를 함께 모았고요.,open,repeated,2026-08-17,꽃 다루기|온라인,,"화훼농가·꽃집·농진청 자료를 함께 모아 정리한 기사라 이 파일의 한국어 실용 항목 중 가장 균형이 좋다. 원 제목의 쉼표를 뺐다(원문 `선물받은 꽃, 오래 보려면? …`)."
read-illinois-vase-life,guide,Extend the vase life of your fresh flowers with a little care,University of Illinois Extension,Brittnay Haag,https://extension.illinois.edu/blogs/flowers-fruits-and-frass/2023-02-10-extend-vase-life-your-fresh-flowers-little-care,2023-02-10,,,온라인,꽃 종류마다 꽃병에서 며칠쯤 버티는지 숫자로 알려 주는 글이에요. 얼마나 갈지 기대치를 잡아 두기에 좋아요.,open,single_source,2026-08-17,꽃 다루기|온라인,flower:carnation|flower:chrysanthemum|flower:gerbera|flower:rose-red,카네이션·국화는 2주 가까이 가고 거베라·장미는 1주를 못 넘긴다는 품목별 기대 수명이 이 글의 값어치다 — 도감 카드에 `얼마나 가나요` 를 붙일 때 근거가 된다.
read-mobot-cut-flowers,guide,How do I cut flowers for indoor use?,Missouri Botanical Garden,,https://www.missouribotanicalgarden.org/gardens-gardening/your-garden/help-for-the-home-gardener/advice-tips-resources/gardening-help-faqs/question/547/how-do-i-cut-flowers-for-indoor-use,,,,온라인,식물원이 답해 둔 짧은 문답이에요. 과일 옆에 꽃을 두면 왜 유난히 빨리 시드는지도 여기서 알려 줘요.,open,single_source,2026-08-17,꽃 다루기|온라인,,과일이 내뿜는 에틸렌 때문에 꽃이 빨리 진다는 대목이 실용적이다. ⚠ 같은 사이트의 `/advice-tips-resources/visual-guides/cut-flower-care` 는 소프트 404 로 목록 페이지에 떨어진다 — 그 URL 을 쓰지 말 것.
read-ufl-cut-flower-care,guide,Cut Flower Care,University of Florida IFAS Extension,,https://gardeningsolutions.ifas.ufl.edu/design/outdoor-living/cut-flower-care/,,,,온라인,잎을 다 떼지 말라고 말하는 안내예요. 흔히 아는 요령과 반대라서 오히려 한 번 읽어 볼 만한 글이에요.,open,single_source,2026-08-17,꽃 다루기|온라인,flower:rose-red,"⚠ 다른 자료와 **어긋나는 조언**이 담긴 항목이다 — 수면 위 잎은 오히려 남겨야 물을 끌어올린다고 하고, 장미 가시를 훑어내는 것은 줄기에 상처를 낸다고 본다. 이 어긋남 자체가 실려야 할 사실이라 골랐다. 화면에서 `정답 하나`처럼 보이게 배치하지 마라."
read-pantone-coty-2026,trend,Pantone Introduces the Pantone Color of the Year 2026: PANTONE 11-4201 Cloud Dancer,Pantone,Laurie Pressman,https://www.pantone.com/articles/press-releases/pantone-announces-color-of-the-year-2026-cloud-dancer,2025-12-04,,,온라인,"올해의 색이 흰색이래요. 팬톤이 흰색을 고른 건 이번이 처음이고, 조용해지고 싶은 마음을 담았다고 해요.",open,repeated,2026-08-17,빛깔|온라인,color:white|flower:babys-breath|flower:cotton|theme:숲빛,"공식 보도자료에서 직접 확인 — `PANTONE 11-4201 Cloud Dancer`, 2025-12-04 발표(뉴저지 칼슈타트), 표현은 `a billowy white imbued with a feeling of serenity`. 팬톤 역사상 첫 흰색이다. ⚠ **sRGB·HEX 를 적지 않은 이유**: 팬톤 공식 컬러파인더(`/color-finder/11-4201-tcx`)가 그 값을 `sRGB : XXX, XXX, XXX` 로 가려 두고 7일 무료체험 뒤에 숨긴다 — 즉 **공식 sRGB 는 공개돼 있지 않다.** 떠도는 헥스값을 주워 적으면 근거 없는 수치를 우리가 말하게 된다. 화면에 색을 칠해야 하면 팬톤 값이 아니라 우리 팔레트로 칠하고 그렇다고 밝힐 것. 로고·스와치 이미지도 가져오지 않는다. 연결 근거: 안개꽃과 목화가 도감에서 `보송한 흰색`에 가장 가깝다(둘 다 colors 에 white)."
read-wgsn-coty-2026,trend,Colour of the Year 2026: Transformative Teal,WGSN,WGSN Insider,https://www.wgsn.com/en/blog/colour-year-2026-transformative-teal,2024-09-03,,,온라인,같은 해를 두고 다른 곳은 청록을 골랐어요. 올해의 색을 정하는 곳이 하나가 아니라는 걸 보여 주는 자리예요.,open,repeated,2026-08-17,빛깔|온라인,color:blue|color:green|flower:eucalyptus|theme:숲빛,"WGSN·Coloro 공동 발표. 공식 블로그 원문 `a fluid fusion between dependable dark blue and aquatic green`. ⚠ 발표일이 **2024-09-03** 으로 팬톤보다 15개월 빠르다 — 패션 업계가 시즌을 훨씬 앞서 잡기 때문이고, 이 시차 자체가 `누가 언제 정하는가` 라는 이야깃거리다. 이 페이지에도 Coloro 코드·헥스는 없다. 연결 근거: 유칼립투스가 도감에서 유일하게 `green|blue` 를 함께 가진 종이라 청록에 가장 가깝다."
read-dulux-coty-2026,trend,Dulux Colours of the Year 2026: The Rhythm of Blues,Dulux UK,AkzoNobel Global Aesthetic Centre,https://www.dulux.co.uk/en/dulux-colours-of-the-year-2026,,,,온라인,페인트 회사는 한 해의 색으로 셋을 골랐어요. 인디고 계열을 한 묶음으로 낸 건 이 회사도 처음이라고 해요.,open,single_source,2026-08-17,빛깔|온라인,color:blue|flower:cornflower|flower:delphinium|theme:보랏빛,"셋을 한 번에 낸 첫 해다 — Free Groove `#024A7F`, Mellow Flow `#95A7B4`, Slow Swing `#2C3241`. ⚠ **이 세 헥스는 둘럭스 페이지 자체가 공개한 값**이라 팬톤과 달리 적어 둘 수 있다(그래도 화면에 칠할 때는 근사값이라고 밝힐 것). 연결 근거: 수레국화와 델피니움이 도감에서 가장 깊은 파랑이다."
read-sherwin-coty-2026,trend,Color of the Year 2026 Universal Khaki SW 6150,Sherwin-Williams,,https://www.sherwin-williams.com/en-us/color/color-of-the-year/2026,,,,온라인,따뜻한 카키를 고른 곳도 있어요. 이 목록에 모인 올해의 색 가운데 목화솜 빛에 가장 가까운 색이고요.,open,single_source,2026-08-17,빛깔|온라인,color:cream|flower:cotton|theme:상아빛,"`Universal Khaki SW 6150`. ⚠ 라벨로 붙은 헥스 표기는 없지만 페이지 마크업이 스와치를 `#B8A992` 로 칠한다 — 공식이 문서로 밝힌 값이 아니므로 **참고값으로만** 다루고 화면에 옮기지 말 것. 원 제목의 쉼표를 뺐다(원문 `Color of the Year 2026, Universal Khaki SW 6150`). 연결 근거: 목화의 `cream` 이 이 따뜻한 중성색에 가장 가깝다."
read-behr-coty-2026,trend,Behr Paint Company Announces 2026 Color of the Year: Hidden Gem,Behr Paint Company,,https://corporate.behr.com/news/behr-paint-company-announces-2026-color-of-the-year-hidden-gem-a-smoky-jade-that-embodies-understated-elegance-and-timeless-sophistication,2025-07-30,,,온라인,연기 낀 옥색을 고른 곳도 있어요. 2025년 7월에 벌써 정해 뒀으니 가장 이르게 나온 올해의 색인 셈이에요.,open,single_source,2026-08-17,빛깔|온라인,color:green,"`Hidden Gem N430-6A`, 2025-07-30 발표 — 이 파일의 올해의 색 중 **가장 이른 발표**다(팬톤보다 16개월 빠르다). 헥스·sRGB 없음. 원 제목이 길어 부제(`a Smoky Jade That Embodies…`)를 잘랐다. 소비자용 페이지(behr.com/inspiration/…)는 JS 로만 그려져 보도자료 쪽을 걸었다."
read-ppg-coty-2026,trend,PPG announces Secret Safari as 2026 Color of the Year,PPG Industries,,https://news.ppg.com/Press-Releases/news-details/2025/PPG-announces-Secret-Safari-as-2026-Color-of-the-Year/default.aspx,2025-10-02,,,온라인,연둣빛 올리브를 고른 곳도 있어요. 꽃이 아니라 잎사귀 쪽 색을 한 해의 주인공으로 세운 셈이라 눈에 띄어요.,open,single_source,2026-08-17,빛깔|온라인,color:green|flower:hellebore|theme:숲빛,"`Secret Safari PPG1110-4`, 2025-10-02 발표. 헥스·sRGB 없음. 연결 근거: 헬레보어가 도감에서 꽃잎 자체가 연둣빛으로 도는 대표 종이다(colors 에 green)."
read-samhwa-color-2026,trend,SP삼화 2026년 올해의 컬러뉘앙스 '라이드 타이드' 발표,삼화페인트공업 컬러디자인센터,삼화페인트공업,https://samhwa.com/news/%EC%82%BC%ED%99%94%ED%8E%98%EC%9D%B8%ED%8A%B8-2026%EB%85%84-%EC%98%AC%ED%95%B4%EC%9D%98-%EC%BB%AC%EB%9F%AC%EB%89%98%EC%95%99%EC%8A%A4-%EB%9D%BC%EC%9D%B4%EB%93%9C-%ED%83%80%EC%9D%B4%EB%93%9C,2025-09-10,,,온라인,한국에도 해마다 색을 정하는 곳이 있어요. 색 하나가 아니라 다섯을 묶어서 내놓는 방식이 조금 다르고요.,open,single_source,2026-08-17,빛깔|온라인,color:yellow|color:blue|color:green|color:pink,**이 파일에서 유일한 한국 기관의 올해의 색이다.** 색 하나가 아니라 `컬러뉘앙스`(키워드)로 내고 다섯 색을 딸려 보낸다 — Sweet Corn·Winter Sky·Peacock Green·Pond Blue·Piona Peach. ⚠ 다섯 색 모두 **코드·헥스가 공개돼 있지 않다.** 색이 넓게 퍼져 있어 flower 는 걸지 않고 색만 넷 걸었다.
read-design-plus-coty-2026,trend,2026 올해의 컬러가 말하는 시대의 감정,월간 디자인 (Design+),,https://design.co.kr/article/142117/,2025-12-12,,,온라인,같은 해에 다른 색을 고른 두 곳을 나란히 놓고 왜 갈렸는지 읽어 주는 글이에요. 한국어로 보기에 가장 편해요.,open,repeated,2026-08-17,빛깔|이야기|온라인,color:white|color:blue,"팬톤(클라우드 댄서)과 WGSN(트랜스포머티브 틸)을 함께 다루며, 일루미네이팅→베리 페리→비바 마젠타→피치 퍼즈로 이어진 팬톤의 흐름이 2026년에 꺾였다고 읽는다. **`색을 정하는 곳이 하나가 아니다` 라는 이 섹션의 논점을 한국어로 가장 잘 풀어 둔 글**이라 골랐다. 전문 무료 공개."
read-florists-review-2026,trend,Floral Trends Forecast 2026: A Year of Fearless Design,Florists' Review,Molly Lucille · Bianca Bina · Kat Castagnoli,https://floristsreview.com/floral-trends-forecast-2026-a-year-of-fearless-design/,2026-02-27,,,온라인,올해 부케가 어느 쪽으로 가는지 다섯 갈래로 갈라 본 글이에요. 갈래마다 어울리는 색과 소재까지 붙어 있고요.,open,single_source,2026-08-17,빛깔|이야기|온라인,,1897년 창간한 화훼 전문지. 2026년 플로럴 디자인 흐름을 Duna·Atrevido·Inesperada·Nueva Tropical·Ondular 다섯으로 나누고 각각의 소재·팔레트·원리를 붙였다. 특정 꽃으로 좁혀지지 않아 links_to 를 비웠다.
read-rijksmuseum-huysum,trend,Still Life with Flowers (Jan van Huysum 1723),Rijksmuseum,Jan van Huysum,https://www.rijksmuseum.nl/en/collection/SK-A-188,,,,온라인,300년 전 꽃 그림을 원본 크기로 내려받을 수 있어요. 저작권이 풀린 도판이라 마음 놓고 봐도 되고요.,open,single_source,2026-08-17,빛깔|온라인,,네덜란드 황금기 꽃 정물 한 점의 소장품 페이지. **퍼블릭 도메인(CC Public Domain Mark 1.0)** 으로 표시돼 있고 원본 내려받기 단추가 있다 — 우리가 도판을 쓸 수 있는 몇 안 되는 합법 경로라 실었다. ⚠ 그림 속 꽃을 도감 종으로 특정하지 않았다. 확대해 동정하지 않은 채 `튤립·장미가 있다`고 적으면 확인하지 않은 사실을 말하게 된다. 도판을 실제로 쓸 때 birth_photos.csv 와 같은 수준의 종 동정·크레딧 기록을 새로 남길 것.
read-si-open-access,trend,Smithsonian Open Access,Smithsonian Institution,,https://www.si.edu/openaccess,,,,온라인,스미소니언이 510만 점을 조건 없이 풀어 놨어요. 오래된 식물 도판도 그 안에 잔뜩 들어 있고요.,open,single_source,2026-08-17,빛깔|온라인,,21개 박물관·9개 연구소의 2D·3D 자료 510만 점 이상을 허가 없이 내려받고 쓸 수 있게 공개한 창구. ⚠ 브라우저 UA 로도 간헐적으로 403(`Smithsonian request verification`)이 뜬다 — 죽은 링크가 아니라 봇 차단이니 재시도하면 열린다(§5-2).
