month,day,name_ko,slug,commons_page_url,direct_url,author,license,width,species_note,family_line
3,3,자운영,jaunyeong,https://commons.wikimedia.org/wiki/File:Astragalus_sinicus_3.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Astragalus_sinicus_3.JPG/1280px-Astragalus_sinicus_3.JPG,Dalgial,CC BY 3.0,3264,CSV 속명 Astragalus — 자운영 A. sinicus,"콩과의 두해살이풀이에요 — 논에 거름으로 심어, 봄이면 분홍 꽃이 논바닥을 덮습니다."
3,4,나무딸기,namuttalgi,https://commons.wikimedia.org/wiki/File:Rubus_idaeus_kz05.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Rubus_idaeus_kz05.jpg/1280px-Rubus_idaeus_kz05.jpg,"Krzysztof Ziarnek, Kenraiz",CC BY-SA 4.0,4058,name_en Raspberry — Rubus idaeus 개화(야생 개체),장미과의 낙엽 떨기나무예요 — 흰 꽃이 진 자리에 붉은 산딸기가 익습니다.
3,7,황새냉이,hwangsaenaengi,https://commons.wikimedia.org/wiki/File:Cardamine_flexuosa_kz06.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Cardamine_flexuosa_kz06.jpg/1280px-Cardamine_flexuosa_kz06.jpg,"Krzysztof Ziarnek, Kenraiz",CC BY-SA 4.0,3578,CSV 속명 Cardamine — 황새냉이에 해당하는 C. flexuosa,십자화과의 작은 봄나물이에요 — 논둑과 밭가에서 흰 꽃잎 네 장을 십자로 펼칩니다.
3,8,밤꽃,bamkkot,https://commons.wikimedia.org/wiki/File:Japanese_Chestnut02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Japanese_Chestnut02.jpg/1280px-Japanese_Chestnut02.jpg,Apple2000,CC BY-SA 3.0,3072,CSV 속명 Castanea — 한국·일본 밤나무 C. crenata 수꽃차례,참나무과의 낙엽 큰키나무예요 — 초여름이면 크림빛 수꽃차례가 늘어지며 짙은 향을 퍼뜨립니다.
3,9,낙엽송,nakyeopsong,https://commons.wikimedia.org/wiki/File:Larix_kaempferi_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larix_kaempferi_01.jpg/1280px-Larix_kaempferi_01.jpg,Σ64,CC BY 3.0,3888,name_en Larch — 낙엽송 Larix kaempferi(후지산),"잎을 떨구는 보기 드문 침엽수예요 — 봄엔 연둣빛 새잎, 가을엔 황금빛으로 산을 물들입니다."
3,10,느릅나무,neureupnamu-0310,https://commons.wikimedia.org/wiki/File:SHHG_Ulmus_davidiana.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/SHHG_Ulmus_davidiana.jpg/1280px-SHHG_Ulmus_davidiana.jpg,Ptelea,CC BY-SA 4.0,2108,name_en은 Hackberry(팽나무)지만 name_ko 느릅나무 기준으로 Ulmus davidiana 채택,느릅나무과의 낙엽 큰키나무예요 — 잎보다 먼저 자잘한 꽃이 피고 날개 달린 열매가 바람에 날립니다.
3,11,씀바귀,sseumbagwi,https://commons.wikimedia.org/wiki/File:Ixeridium_dentatum_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Ixeridium_dentatum_1.jpg/1280px-Ixeridium_dentatum_1.jpg,bastus917,CC BY-SA 2.0,3888,CSV 속명 Ixeris — 씀바귀 Ixeridium dentatum(= Ixeris dentata),"국화과의 여러해살이풀이에요 — 쓴맛 나는 잎을 나물로 먹고, 봄에 노란 혀꽃이 핍니다."
3,12,수양버들,suyangbeodeul,"https://commons.wikimedia.org/wiki/File:Cornjum,_Martenastate,_(tuin)_03.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Cornjum%2C_Martenastate%2C_%28tuin%29_03.jpg/1280px-Cornjum%2C_Martenastate%2C_%28tuin%29_03.jpg,Dominicus Johannes Bergsma,CC BY-SA 4.0,3048,파일 설명 Salix babylonica 일치,버드나무과의 낙엽 큰키나무예요 — 물가로 길게 늘어진 가지에 봄이면 연둣빛 꽃차례가 달립니다.
3,13,산옥잠화,sanokjamhwa,https://commons.wikimedia.org/wiki/File:Hosta_sieboldiana_(flower).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Hosta_sieboldiana_%28flower%29.jpg/1280px-Hosta_sieboldiana_%28flower%29.jpg,Alpsdake,CC BY-SA 4.0,3200,속 대표종 — 산옥잠화(Hosta longissima) 사진이 커먼즈에 없어 비비추속 대표 개화 사진(H. sieboldiana) 채택. name_en Day Lily는 원자료 표기 오류로 판단,그늘을 좋아하는 비비추속의 여러해살이풀이에요 — 넓은 잎 사이로 긴 꽃대를 올려 나팔 모양 꽃을 답니다.
3,14,아몬드,amondeu,https://commons.wikimedia.org/wiki/File:Prunus_dulcis_in_Jardins_de_la_Fontaine_in_Nimes_13.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Prunus_dulcis_in_Jardins_de_la_Fontaine_in_Nimes_13.jpg/1280px-Prunus_dulcis_in_Jardins_de_la_Fontaine_in_Nimes_13.jpg,Krzysztof Golik,CC BY-SA 4.0,3263,파일 설명 Prunus dulcis 개화(님 식물원),"장미과의 낙엽 큰키나무예요 — 이른 봄 연분홍 꽃이 먼저 피고, 씨앗 속 알맹이를 먹습니다."
3,15,독당근,dokdanggeun,https://commons.wikimedia.org/wiki/File:Conium_maculatum_inflorescence_(02).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Conium_maculatum_inflorescence_%2802%29.jpg/1280px-Conium_maculatum_inflorescence_%2802%29.jpg,Marie Portas,CC BY-SA 2.0 fr,3828,파일 설명 Conium maculatum 꽃차례,산형과의 두해살이풀이에요 — 흰 꽃이 우산처럼 퍼지지만 온몸에 강한 독을 품고 있습니다.
3,16,박하,bakha-0316,https://commons.wikimedia.org/wiki/File:Mentha_canadensis.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Mentha_canadensis.jpg/1280px-Mentha_canadensis.jpg,Mjhuft,CC BY-SA 4.0,1663,name_en Mint — 한국 박하에 해당하는 Mentha canadensis,꿀풀과의 여러해살이 허브예요 — 잎에서 시원한 향이 나고 잎겨드랑이마다 연보라 꽃이 뭉쳐 핍니다.
3,17,콩꽃,kongkkot,https://commons.wikimedia.org/wiki/File:Flor_de_frijol_(Phaseolus_vulgaris)_I.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Flor_de_frijol_%28Phaseolus_vulgaris%29_I.jpg/1280px-Flor_de_frijol_%28Phaseolus_vulgaris%29_I.jpg,Juan Carlos Fonseca Mata,CC BY-SA 4.0,7681,name_en Beans — 강낭콩 Phaseolus vulgaris 꽃 근접,콩과의 한해살이 덩굴풀이에요 — 나비 모양 꽃이 지고 나면 그 자리에 꼬투리가 맺힙니다.
3,18,아스파라거스,aseuparageoseu,https://commons.wikimedia.org/wiki/File:Asparagus_officinalis_15-p.bot-lilia.aspar-04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Asparagus_officinalis_15-p.bot-lilia.aspar-04.jpg/1280px-Asparagus_officinalis_15-p.bot-lilia.aspar-04.jpg,"Ayotte, Gilles, 1948-",CC BY-SA 4.0,3456,CSV 속명 Asparagus — A. officinalis 꽃차례,"비짜루과의 여러해살이풀이에요 — 봄에 올라온 어린 순을 먹고, 여름엔 실 같은 잎에 종 모양 꽃이 달립니다."
3,19,치자나무,chijanamu,https://commons.wikimedia.org/wiki/File:Gardenia_jasminoides_flower_Argentina.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Gardenia_jasminoides_flower_Argentina.jpg/1280px-Gardenia_jasminoides_flower_Argentina.jpg,Adriel anv00,CC BY-SA 4.0,4608,파일 설명 Gardenia jasminoides 개화,"꼭두서니과의 늘푸른 관목이에요 — 두꺼운 흰 꽃이 짙은 향을 내고, 열매는 노란 물감으로 씁니다."
3,21,벚꽃난,beotkkotnan,https://commons.wikimedia.org/wiki/File:Hoya_carnosa_-_umbel_with_nectar_droplets.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Hoya_carnosa_-_umbel_with_nectar_droplets.jpg/1280px-Hoya_carnosa_-_umbel_with_nectar_droplets.jpg,Franz van Duns,CC BY-SA 4.0,7952,name_en Honey-Plant — 호야 Hoya carnosa 산형꽃차례,협죽도과의 늘푸른 덩굴식물이에요 — 밀랍을 빚은 듯한 별 모양 꽃이 공처럼 모여 달립니다.
3,22,당아욱,dangauk,https://commons.wikimedia.org/wiki/File:Mallow_January_2008-1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Mallow_January_2008-1.jpg/1280px-Mallow_January_2008-1.jpg,Alvesgaspar,CC BY-SA 3.0,3004,name_en Mallow — 당아욱 Malva sylvestris,아욱과의 여러해살이풀이에요 — 자줏빛 줄무늬가 그어진 꽃잎 다섯 장이 활짝 펼쳐집니다.
3,24,금영화,geumyeonghwa,https://commons.wikimedia.org/wiki/File:Kaldari_Eschscholzia_californica_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Kaldari_Eschscholzia_californica_01.jpg/1280px-Kaldari_Eschscholzia_californica_01.jpg,Kaldari,CC0,2600,파일 설명 Eschscholzia californica 일치,양귀비과의 한해살이풀이에요 — 햇빛이 들면 주황빛 꽃잔을 열고 흐리면 다시 오므립니다.
3,25,덩굴성 식물,deonggulseong-sikmul,https://commons.wikimedia.org/wiki/File:Cl%C3%A9matite_montagnes_FR_2013.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Cl%C3%A9matite_montagnes_FR_2013.jpg/1280px-Cl%C3%A9matite_montagnes_FR_2013.jpg,JLPC,CC BY-SA 3.0,3368,총칭 '덩굴성 식물' — 대표 덩굴식물로 으아리속 Clematis montana 개화 사진 채택,스스로 서는 대신 다른 것을 붙잡고 오르는 식물들이에요 — 덩굴손과 흡반으로 빛을 향해 올라갑니다.
3,27,칼세올라리아,kalseolraria,https://commons.wikimedia.org/wiki/File:Calceolaria_biflora_kz01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Calceolaria_biflora_kz01.jpg/1280px-Calceolaria_biflora_kz01.jpg,"Krzysztof Ziarnek, Kenraiz",CC BY-SA 4.0,2815,CSV 속명 Calceolaria — 식물원 라벨로 종이 확인된 C. biflora,남아메리카가 고향인 여러해살이풀이에요 — 주머니처럼 부푼 아랫입술 꽃잎이 신발을 닮았습니다.
3,28,꽃아카시아나무,kkotakasianamu,https://commons.wikimedia.org/wiki/File:Robinia_hispida_-_Flickr_-_peganum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Robinia_hispida_-_Flickr_-_peganum.jpg/1280px-Robinia_hispida_-_Flickr_-_peganum.jpg,"peganum from Small Dole, England",CC BY-SA 2.0,4000,파일 설명 Robinia hispida 개화,콩과의 낙엽 관목이에요 — 붉은 센털이 덮인 가지에 분홍 나비 모양 꽃이 늘어집니다.
3,29,우엉,ueong,https://commons.wikimedia.org/wiki/File:Arctium_lappa_-_flowers.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Arctium_lappa_-_flowers.jpg/1280px-Arctium_lappa_-_flowers.jpg,Bartosz Cuber,CC BY-SA 3.0,1477,CSV 속명 Arctium — 우엉 A. lappa 꽃 근접,"국화과의 두해살이풀이에요 — 갈고리 달린 총포에 둘러싸인 자주색 꽃이 피고, 뿌리를 먹습니다."
3,30,금작화,geumjakhwa,https://commons.wikimedia.org/wiki/File:Cytisus_scoparius_04.2026_(1).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Cytisus_scoparius_04.2026_%281%29.jpg/1280px-Cytisus_scoparius_04.2026_%281%29.jpg,DidierFy,CC BY-SA 4.0,8192,name_en Broom — 금작화 Cytisus scoparius 개화,콩과의 낙엽 관목이에요 — 빗자루처럼 곧은 가지마다 노란 나비 모양 꽃이 빼곡히 핍니다.
3,31,흑종초,heukjongcho,https://commons.wikimedia.org/wiki/File:Nigella_damascena_sl3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Nigella_damascena_sl3.jpg/1280px-Nigella_damascena_sl3.jpg,Stefan.lefnaer,CC BY-SA 4.0,4128,파일 설명 Nigella damascena 꽃차례,미나리아재비과의 한해살이풀이에요 — 실처럼 가는 잎이 안개처럼 꽃을 감싸 안습니다.
4,1,아몬드,amondeu,https://commons.wikimedia.org/wiki/File:Prunus_dulcis_in_Jardins_de_la_Fontaine_in_Nimes_13.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Prunus_dulcis_in_Jardins_de_la_Fontaine_in_Nimes_13.jpg/1280px-Prunus_dulcis_in_Jardins_de_la_Fontaine_in_Nimes_13.jpg,Krzysztof Golik,CC BY-SA 4.0,3263,파일 설명 Prunus dulcis 개화(님 식물원),"장미과의 낙엽 큰키나무예요 — 이른 봄 연분홍 꽃이 먼저 피고, 씨앗 속 알맹이를 먹습니다."
4,5,무화과,muhwagwa,https://commons.wikimedia.org/wiki/File:20210731_Hortus_botanicus_Leiden_-_Ficus_carica.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/20210731_Hortus_botanicus_Leiden_-_Ficus_carica.jpg/1280px-20210731_Hortus_botanicus_Leiden_-_Ficus_carica.jpg,Rudolphous,CC BY-SA 4.0,4032,name_en Fig-Tree — Ficus carica(라이덴 식물원). 무화과는 꽃이 열매 속에 숨어 피어 외부 개화 사진이 존재하지 않음,뽕나무과의 낙엽 나무예요 — 꽃이 열매 속에 숨어 피어서 '꽃 없는 열매'라 불립니다.
4,6,아도니스,adoniseu,"https://commons.wikimedia.org/wiki/File:%E5%81%B4%E9%87%91%E7%9B%9E%E8%8A%B1_Adonis_amurensis_-%E9%A6%96%E7%88%BE%E5%88%87%E9%A0%AD%E5%B1%B1%E5%85%AC%E5%9C%92_Seoul,_South_Korea-_(33823991311).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/%E5%81%B4%E9%87%91%E7%9B%9E%E8%8A%B1_Adonis_amurensis_-%E9%A6%96%E7%88%BE%E5%88%87%E9%A0%AD%E5%B1%B1%E5%85%AC%E5%9C%92_Seoul%2C_South_Korea-_%2833823991311%29.jpg/1280px-%E5%81%B4%E9%87%91%E7%9B%9E%E8%8A%B1_Adonis_amurensis_-%E9%A6%96%E7%88%BE%E5%88%87%E9%A0%AD%E5%B1%B1%E5%85%AC%E5%9C%92_Seoul%2C_South_Korea-_%2833823991311%29.jpg,阿橋 HQ,CC BY-SA 2.0,2528,CSV 속명 Adonis — 한국 자생 복수초 A. amurensis 서울 촬영본,미나리아재비과의 여러해살이풀이에요 — 눈이 덜 녹은 이른 봄에 황금빛 꽃을 가장 먼저 엽니다.
4,7,공작고사리,gongjakgosari,"https://commons.wikimedia.org/wiki/File:Adiantum_pedatum_(northern_maidenhair_fern),_Willsboro,_NY_(32127843596).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Adiantum_pedatum_%28northern_maidenhair_fern%29%2C_Willsboro%2C_NY_%2832127843596%29.jpg/1280px-Adiantum_pedatum_%28northern_maidenhair_fern%29%2C_Willsboro%2C_NY_%2832127843596%29.jpg,"Doug McGrady from Warwick, RI, USA",CC BY 2.0,2967,CSV 속명 Adiantum — 공작고사리 A. pedatum,포자로 번지는 양치식물이에요 — 검은 잎자루에서 잎이 공작 꼬리처럼 둥글게 펼쳐집니다.
4,8,금작화,geumjakhwa,https://commons.wikimedia.org/wiki/File:Cytisus_scoparius_04.2026_(1).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Cytisus_scoparius_04.2026_%281%29.jpg/1280px-Cytisus_scoparius_04.2026_%281%29.jpg,DidierFy,CC BY-SA 4.0,8192,name_en Broom — 금작화 Cytisus scoparius 개화,콩과의 낙엽 관목이에요 — 빗자루처럼 곧은 가지마다 노란 나비 모양 꽃이 빼곡히 핍니다.
4,10,빙카,bingka,https://commons.wikimedia.org/wiki/File:A_flower_of_lesser_periwinkle_(Vinca_minor)_close_up.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/A_flower_of_lesser_periwinkle_%28Vinca_minor%29_close_up.jpg/1280px-A_flower_of_lesser_periwinkle_%28Vinca_minor%29_close_up.jpg,Naturformidleren,CC BY-SA 4.0,4624,name_en Periwinkle — Vinca minor 꽃 근접,협죽도과의 늘푸른 덩굴성 풀이에요 — 그늘진 땅을 덮으며 보랏빛 바람개비 같은 꽃을 피웁니다.
4,11,꽃고비,kkotgobi,https://commons.wikimedia.org/wiki/File:Polemonium_caeruleum_RF.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Polemonium_caeruleum_RF.jpg/1280px-Polemonium_caeruleum_RF.jpg,Robert Flogaus-Faust,CC BY 4.0,4608,파일 설명 Polemonium caeruleum 일치,꽃고비과의 여러해살이풀이에요 — 사다리처럼 마주 붙은 잎 위로 푸른 종 모양 꽃이 모여 핍니다.
4,12,복사꽃,boksakkot,"https://commons.wikimedia.org/wiki/File:Alishan,_Part_II_-_Alishan5306.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Alishan%2C_Part_II_-_Alishan5306.jpg/1280px-Alishan%2C_Part_II_-_Alishan5306.jpg,lumoplank,CC0,4899,name_en Peach — 복숭아 Prunus persica 개화,장미과의 낙엽 큰키나무예요 — 잎이 나기 전 분홍 꽃이 가지를 감싸듯 피어납니다.
4,13,페르시아 국화,pereusia-gukhwa,https://commons.wikimedia.org/wiki/File:2007_coreopsis_tinctoria.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/2007_coreopsis_tinctoria.jpg/1280px-2007_coreopsis_tinctoria.jpg,Rl,CC BY-SA 3.0,3008,name_en Golden Wave — 기생초(페르시아국화) Coreopsis tinctoria,국화과의 한해살이풀이에요 — 노란 꽃잎 안쪽에 붉은 고리가 둘러진 것이 특징입니다.
4,14,흰나팔꽃,huinnapalkkot,https://commons.wikimedia.org/wiki/File:Ipomoea_alba_Alhambra_Spain.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Ipomoea_alba_Alhambra_Spain.jpg/1280px-Ipomoea_alba_Alhambra_Spain.jpg,Jebulon,CC0,3083,학명 없음 — '흰나팔꽃'에 정확히 대응하는 종을 특정할 수 없어 나팔꽃속(Ipomoea)의 백색 대표종 Ipomoea alba 채택,메꽃과의 덩굴성 풀이에요 — 나팔처럼 벌어진 흰 꽃이 딱 하루만 피고 집니다.
4,15,펜 오키드,pen-okideu,https://commons.wikimedia.org/wiki/File:Groenknolorchis_-_fen_orchid_-_Liparis_loeselii_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Groenknolorchis_-_fen_orchid_-_Liparis_loeselii_2.jpg/1280px-Groenknolorchis_-_fen_orchid_-_Liparis_loeselii_2.jpg,Bouke ten Cate,CC BY 4.0,2559,name_en Fen Orchid — Liparis loeselii 개화(폴란드 습지),습지에 사는 난초과의 여러해살이풀이에요 — 두 장의 반들거리는 잎 사이로 연둣빛 작은 꽃을 올립니다.
4,18,자운영,jaunyeong,https://commons.wikimedia.org/wiki/File:Astragalus_sinicus_3.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Astragalus_sinicus_3.JPG/1280px-Astragalus_sinicus_3.JPG,Dalgial,CC BY 3.0,3264,CSV 속명 Astragalus — 자운영 A. sinicus,"콩과의 두해살이풀이에요 — 논에 거름으로 심어, 봄이면 분홍 꽃이 논바닥을 덮습니다."
4,20,배나무,baenamu,https://commons.wikimedia.org/wiki/File:Pyrus_pyrifolia_(Shinko)_inflorescence2.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Pyrus_pyrifolia_%28Shinko%29_inflorescence2.JPG/1280px-Pyrus_pyrifolia_%28Shinko%29_inflorescence2.JPG,PumpkinSky,CC BY-SA 4.0,6000,name_en Pear — 한국·동아시아 배나무 Pyrus pyrifolia 꽃차례,"장미과의 낙엽 큰키나무예요 — 봄에 흰 꽃잎 다섯 장이 모여 피고, 가을에 배가 익습니다."
4,21,수양버들,suyangbeodeul,"https://commons.wikimedia.org/wiki/File:Cornjum,_Martenastate,_(tuin)_03.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Cornjum%2C_Martenastate%2C_%28tuin%29_03.jpg/1280px-Cornjum%2C_Martenastate%2C_%28tuin%29_03.jpg,Dominicus Johannes Bergsma,CC BY-SA 4.0,3048,파일 설명 Salix babylonica 일치,버드나무과의 낙엽 큰키나무예요 — 물가로 길게 늘어진 가지에 봄이면 연둣빛 꽃차례가 달립니다.
4,23,도라지,doraji,https://commons.wikimedia.org/wiki/File:Platycodon_grandiflorus_(flower_s2).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Platycodon_grandiflorus_%28flower_s2%29.jpg/1280px-Platycodon_grandiflorus_%28flower_s2%29.jpg,Alpsdake,CC BY-SA 4.0,3840,파일 설명 Platycodon grandiflorus 개화,초롱꽃과의 여러해살이풀이에요 — 풍선처럼 부푼 꽃봉오리가 별 모양으로 터지듯 열립니다.
4,25,중국 패모,jungguk-paemo,https://commons.wikimedia.org/wiki/File:Fritillaria_thunbergii.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Fritillaria_thunbergii.jpg/1280px-Fritillaria_thunbergii.jpg,James Steakley,CC BY-SA 3.0,2136,파일 설명 Fritillaria thunbergii 일치,백합과의 알뿌리 식물이에요 — 고개 숙인 연둣빛 종 모양 꽃이 줄기를 따라 달립니다.
4,26,논냉이,nonnaengi,https://commons.wikimedia.org/wiki/File:Cardamine_lyrata.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7e/Cardamine_lyrata.jpg,batra3x,CC BY 2.0,800,파일 설명 Cardamine lyrata 일치. 커먼즈 전체에 이 종 파일이 1건뿐이라 원본 800px(1200 미달)·비개화 상태를 감수하고 채택,물가와 논에 자라는 십자화과의 여러해살이풀이에요 — 둥근 잎이 줄기를 따라 달리고 흰 꽃잎 네 장이 십자로 핍니다.
4,30,금사슬나무,geumsaseulnamu,https://commons.wikimedia.org/wiki/File:Laburnum_anagyroides_Medik._Cytise_-_Aubour_JdP.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Laburnum_anagyroides_Medik._Cytise_-_Aubour_JdP.jpg/1280px-Laburnum_anagyroides_Medik._Cytise_-_Aubour_JdP.jpg,Jebulon,CC0,3099,name_en Golden-Chain — Laburnum anagyroides 개화(파리 식물원),콩과의 낙엽 큰키나무예요 — 초여름이면 노란 꽃송이가 사슬처럼 길게 늘어집니다.
5,1,카우슬립 앵초,kauseulrip-aengcho,https://commons.wikimedia.org/wiki/File:Primula_veris20170513_7568.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Primula_veris20170513_7568.jpg/1280px-Primula_veris20170513_7568.jpg,Bff,CC BY-SA 4.0,2100,Primula veris 종 일치 — 영문명 Cowslip의 정명. 검은 배경 근접컷,이른 봄 풀밭에서 노란 종 여러 개를 한 대에 매달고 고개를 숙여요.
5,2,미나리아재비,minariajaebi-0502,https://commons.wikimedia.org/wiki/File:Ranunculus_japonicus_Keelung.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Ranunculus_japonicus_Keelung.jpg/1280px-Ranunculus_japonicus_Keelung.jpg,K1ng8766,CC0,2048,"Ranunculus japonicus 종 일치 — 국명 미나리아재비의 정명. CC0. 더 가까운 컷(1200~1237px급)은 1280px 썸네일을 만들 수 없어 제외했고, 이 컷은 중거리라 카드용으로는 크롭 필요","들판에 흔한 노란 다섯 잎 꽃인데, 꽃잎이 기름칠한 듯 반짝여요."
5,3,민들레,mindeulre,https://commons.wikimedia.org/wiki/File:Paardenbloem_%28Taraxacum_officinale%29_06.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Paardenbloem_%28Taraxacum_officinale%29_06.JPG/1280px-Paardenbloem_%28Taraxacum_officinale%29_06.JPG,Dominicus Johannes Bergsma,CC BY-SA 3.0,3094,Taraxacum officinale 종 일치 — 설상화만으로 이뤄진 두상화와 톱니 잎을 육안 확인. 앞서 검토한 'Taraxacum officinale side makro.jpg'는 파일명과 달리 민들레속이 아니어서 탈락,"밟혀도 다시 서고, 씨앗이 되고 나면 바람만 기다려요."
5,4,딸기,ttalgi,https://commons.wikimedia.org/wiki/File:Fragaria_vesca_-_metsmaasikas.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Fragaria_vesca_-_metsmaasikas.jpg/1280px-Fragaria_vesca_-_metsmaasikas.jpg,Ivar Leidus,CC BY-SA 3.0,4971,Fragaria vesca(숲딸기) — 원 표에 학명이 없고 영문명 Strawberry만 있음. 재배 딸기 F. x ananassa와는 다른 종. 흰 꽃과 붉은 열매가 한 컷에 함께 담김,흰 다섯 잎 꽃이 지고 나면 그 자리에 붉은 열매가 앉아요.
5,7,딸기,ttalgi,https://commons.wikimedia.org/wiki/File:Fragaria_vesca_-_metsmaasikas.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Fragaria_vesca_-_metsmaasikas.jpg/1280px-Fragaria_vesca_-_metsmaasikas.jpg,Ivar Leidus,CC BY-SA 3.0,4971,Fragaria vesca(숲딸기) — 원 표에 학명이 없고 영문명 Strawberry만 있음. 재배 딸기 F. x ananassa와는 다른 종. 흰 꽃과 붉은 열매가 한 컷에 함께 담김,흰 다섯 잎 꽃이 지고 나면 그 자리에 붉은 열매가 앉아요.
5,11,사과,sagwa-0511,https://commons.wikimedia.org/wiki/File:P%C3%B6rtschach_Winklern_10.-Oktober-Stra%C3%9Fe_67_Jonagold_Apfelbl%C3%BCte_23042015_2568.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/P%C3%B6rtschach_Winklern_10.-Oktober-Stra%C3%9Fe_67_Jonagold_Apfelbl%C3%BCte_23042015_2568.jpg/1280px-P%C3%B6rtschach_Winklern_10.-Oktober-Stra%C3%9Fe_67_Jonagold_Apfelbl%C3%BCte_23042015_2568.jpg,Johann Jaritz,CC BY-SA 4.0,7360,Malus domestica 종 일치 — 'Jonagold' 품종 사과꽃 접사,가지마다 분홍 봉오리가 열리면서 흰 꽃으로 벌어져요.
5,12,라일락,railrak,https://commons.wikimedia.org/wiki/File:Syringa_vulgaris_15-p.bot-syrin.vulga-18.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Syringa_vulgaris_15-p.bot-syrin.vulga-18.jpg/1280px-Syringa_vulgaris_15-p.bot-syrin.vulga-18.jpg,"Ayotte, Gilles, 1948-",CC BY-SA 4.0,2454,Syringa vulgaris 종 일치 — 검은 배경 원추꽃차례 접사. 5/30 보랏빛 라일락과 다른 컷,"작은 통꽃이 원뿔로 모여 피고, 향이 늘 먼저 도착해요."
5,13,산사나무,sansanamu,https://commons.wikimedia.org/wiki/File:Crataegus_pinnatifida%27s_flower.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Crataegus_pinnatifida%27s_flower.JPG/1280px-Crataegus_pinnatifida%27s_flower.JPG,Dalgial,CC BY-SA 3.0,3264,Crataegus pinnatifida 종 일치 — 국명 산사나무의 정명(영문명 Hawthorn은 속 단위 통칭),"흰 꽃이 우산처럼 모여 피고, 가을엔 붉은 열매가 그 자리에 달려요."
